dataset,technique,revision,nCells,avgAR,avgMov
alpha,nmew,0,311,0.609878,0.000000
alpha,nmew,1,311,0.598748,4.125606
alpha,nmew,2,311,0.591938,3.830356
alpha,nmew,3,315,0.588020,5.373530
alpha,nmew,4,317,0.595184,3.963260
alpha,nmew,5,317,0.602410,3.250934
alpha,nmew,6,317,0.608584,3.655461
alpha,nmew,7,317,0.608690,2.766875
alpha,nmew,8,317,0.596375,5.765737
alpha,nmew,9,311,0.580622,7.785991
alpha,nmew,10,314,0.542627,9.070467
alpha,nmew,11,300,0.573436,12.823252
alpha,nmew,12,305,0.564943,10.262672
alpha,nmew,13,316,0.555239,13.783164
alpha,nmew,14,316,0.553444,6.730061
alpha,nmew,15,298,0.579773,7.043368
alpha,nmew,16,296,0.576706,5.399021
alpha,nmew,17,294,0.581822,7.924086
alpha,nmew,18,295,0.571481,5.771615
alpha,nmew,19,299,0.568993,3.737291
alpha,nmew,20,303,0.575710,6.516699
alpha,nmew,21,306,0.572972,6.376715
alpha,nmew,22,309,0.558936,6.410104
alpha,nmew,23,314,0.552914,18.907036
alpha,nmew,24,333,0.527763,14.900494
alpha,nmew,25,339,0.519259,11.699494
alpha,nmew,26,338,0.529236,9.335262
alpha,nmew,27,335,0.536267,4.930353
alpha,nmew,28,331,0.533982,56.136656
alpha,nmew,29,329,0.532650,9.293616
alpha,nmew,30,329,0.538362,5.577541
alpha,nmew,31,327,0.531300,6.637968
alpha,nmew,32,329,0.539985,5.241560
alpha,nmew,33,324,0.555598,7.374797
alpha,nmew,34,323,0.551814,2.954721
alpha,nmew,35,323,0.554430,2.580890
alpha,nmew,36,323,0.554964,3.490423
alpha,nmew,37,325,0.556017,7.246199
alpha,nmew,38,327,0.546685,5.902465
alpha,nmew,39,328,0.544917,2.292674
alpha,nmew,40,328,0.546649,2.538587
alpha,nmew,41,329,0.554976,8.435691
alpha,nmew,42,329,0.553344,1.648407
alpha,nmew,43,328,0.552297,2.754797
alpha,nmew,44,327,0.560555,5.846345
alpha,nmew,45,325,0.555835,3.266341
alpha,nmew,46,324,0.566011,5.726561
alpha,nmew,47,324,0.570000,1.721333
alpha,nmew,48,325,0.563680,3.009530
alpha,nmew,49,327,0.550317,5.448804
