dataset,technique,revision,avgAR,avgMov
jenkins-loc,snd,0,0.199654,0.000000
jenkins-loc,snd,1,0.136474,28.880143
jenkins-loc,snd,2,0.134081,11.252718
jenkins-loc,snd,3,0.124917,5.522018
jenkins-loc,snd,4,0.131144,6.419118
jenkins-loc,snd,5,0.127591,9.998151
jenkins-loc,snd,6,0.130284,3.233033
jenkins-loc,snd,7,0.137782,4.547653
jenkins-loc,snd,8,0.132363,4.394907
jenkins-loc,snd,9,0.135765,8.959769
jenkins-loc,snd,10,0.134351,2.307913
jenkins-loc,snd,11,0.135978,16.194175
jenkins-loc,snd,12,0.136078,8.518509
jenkins-loc,snd,13,0.140594,4.957675
jenkins-loc,snd,14,0.138630,2.346404
jenkins-loc,snd,15,0.143456,4.691342
jenkins-loc,snd,16,0.143796,10.440698
jenkins-loc,snd,17,0.134264,21.987925
jenkins-loc,snd,18,0.134981,3.587972
jenkins-loc,snd,19,0.136589,1.578380
jenkins-loc,snd,20,0.130321,2.168649
jenkins-loc,snd,21,0.126277,2.612712
jenkins-loc,snd,22,0.130805,3.705723
jenkins-loc,snd,23,0.129812,0.866666
jenkins-loc,snd,24,0.130479,2.754639
jenkins-loc,snd,25,0.131335,1.641309
jenkins-loc,snd,26,0.133569,3.451256
jenkins-loc,snd,27,0.130946,8.248630
jenkins-loc,snd,28,0.127257,9.491788
jenkins-loc,snd,29,0.120950,5.755039
jenkins-loc,snd,30,0.124560,5.584306
jenkins-loc,snd,31,0.115619,4.420280
jenkins-loc,snd,32,0.115462,4.910839
jenkins-loc,snd,33,0.114881,7.094082
jenkins-loc,snd,34,0.117751,6.154596
jenkins-loc,snd,35,0.118079,1.409639
jenkins-loc,snd,36,0.117749,1.565732
jenkins-loc,snd,37,0.123260,4.073445
jenkins-loc,snd,38,0.121968,3.065356
jenkins-loc,snd,39,0.122779,0.701198
jenkins-loc,snd,40,0.122223,2.409284
jenkins-loc,snd,41,0.122454,0.841412
jenkins-loc,snd,42,0.123299,0.630656
jenkins-loc,snd,43,0.123320,1.801988
jenkins-loc,snd,44,0.122574,0.755487
jenkins-loc,snd,45,0.123256,1.293568
jenkins-loc,snd,46,0.127404,4.270681
jenkins-loc,snd,47,0.127761,0.734423
jenkins-loc,snd,48,0.127401,2.082487
jenkins-loc,snd,49,0.125683,3.595946
jenkins-loc,snd,50,0.125633,0.104607
jenkins-loc,snd,51,0.125633,0.005175
jenkins-loc,snd,52,0.125569,1.300228
jenkins-loc,snd,53,0.125570,0.017642
jenkins-loc,snd,54,0.125570,0.004317
jenkins-loc,snd,55,0.127650,0.819853
jenkins-loc,snd,56,0.130817,6.757162
jenkins-loc,snd,57,0.127409,6.433066
jenkins-loc,snd,58,0.130967,6.442028
jenkins-loc,snd,59,0.130442,0.985762
jenkins-loc,snd,60,0.131402,0.403497
jenkins-loc,snd,61,0.130300,25.700237
jenkins-loc,snd,62,0.137438,35.045039
jenkins-loc,snd,63,0.135327,9.864164
jenkins-loc,snd,64,0.137538,10.857052
jenkins-loc,snd,65,0.137558,1.885067
jenkins-loc,snd,66,0.139819,0.960844
jenkins-loc,snd,67,0.140353,1.718370
jenkins-loc,snd,68,0.138652,1.809312
jenkins-loc,snd,69,0.140369,2.006648
jenkins-loc,snd,70,0.140214,1.271288
jenkins-loc,snd,71,0.139907,0.724092
jenkins-loc,snd,72,0.140467,1.290398
jenkins-loc,snd,73,0.142522,4.388217
jenkins-loc,snd,74,0.142272,0.937784
jenkins-loc,snd,75,0.142649,0.376425
jenkins-loc,snd,76,0.144757,1.721967
jenkins-loc,snd,77,0.144574,0.849592
jenkins-loc,snd,78,0.145077,0.581803
jenkins-loc,snd,79,0.148659,2.211656
jenkins-loc,snd,80,0.147444,2.422889
jenkins-loc,snd,81,0.141950,2.034232
jenkins-loc,snd,82,0.141620,0.102020
jenkins-loc,snd,83,0.141950,0.102347
jenkins-loc,snd,84,0.142281,1.466892
jenkins-loc,snd,85,0.142353,0.644479
jenkins-loc,snd,86,0.142063,1.257405
jenkins-loc,snd,87,0.141212,2.231053
jenkins-loc,snd,88,0.142476,2.941438
jenkins-loc,snd,89,0.143350,0.673043
jenkins-loc,snd,90,0.142600,1.028197
jenkins-loc,snd,91,0.144887,18.700504
jenkins-loc,snd,92,0.144752,0.719450
jenkins-loc,snd,93,0.143667,1.070285
jenkins-loc,snd,94,0.144468,1.314084
jenkins-loc,snd,95,0.144775,0.621711
jenkins-loc,snd,96,0.144988,2.379406
jenkins-loc,snd,97,0.147353,7.709620
jenkins-loc,snd,98,0.147212,0.557966
jenkins-loc,snd,99,0.147341,3.685376
jenkins-loc,snd,100,0.145614,3.689903
jenkins-loc,snd,101,0.140504,30.995673
jenkins-loc,snd,102,0.140513,0.043564
jenkins-loc,snd,103,0.140184,0.834754
jenkins-loc,snd,104,0.141358,1.542468
jenkins-loc,snd,105,0.140846,0.844133
jenkins-loc,snd,106,0.141540,1.396080
jenkins-loc,snd,107,0.138196,10.899113
jenkins-loc,snd,108,0.136880,2.425392
jenkins-loc,snd,109,0.137873,0.836863
jenkins-loc,snd,110,0.137206,1.012117
jenkins-loc,snd,111,0.136976,1.347135
jenkins-loc,snd,112,0.136843,0.246690
jenkins-loc,snd,113,0.136077,1.207109
jenkins-loc,snd,114,0.136085,0.073815
jenkins-loc,snd,115,0.136063,1.921497
jenkins-loc,snd,116,0.136474,4.418326
jenkins-loc,snd,117,0.136330,0.458972
jenkins-loc,snd,118,0.142319,9.224966
jenkins-loc,snd,119,0.141786,0.696869
jenkins-loc,snd,120,0.143907,4.812092
jenkins-loc,snd,121,0.143840,0.855298
jenkins-loc,snd,122,0.143856,0.041787
jenkins-loc,snd,123,0.144080,1.279042
jenkins-loc,snd,124,0.144442,3.356343
jenkins-loc,snd,125,0.145051,0.422709
jenkins-loc,snd,126,0.143601,2.298596
jenkins-loc,snd,127,0.144317,2.205653
jenkins-loc,snd,128,0.143520,2.154822
jenkins-loc,snd,129,0.142981,1.456447
jenkins-loc,snd,130,0.144325,3.803170
jenkins-loc,snd,131,0.144215,0.508521
jenkins-loc,snd,132,0.143705,1.809780
jenkins-loc,snd,133,0.144185,2.334392
jenkins-loc,snd,134,0.144186,0.166449
jenkins-loc,snd,135,0.144494,2.398550
jenkins-loc,snd,136,0.144430,0.052306
