dataset,technique,revision,avgAR,avgMov
earthdata-search-loc,snd,0,0.271225,0.000000
earthdata-search-loc,snd,1,0.257151,23.109272
earthdata-search-loc,snd,2,0.257151,0.000000
earthdata-search-loc,snd,3,0.260670,75.048572
earthdata-search-loc,snd,4,0.207164,32.326876
earthdata-search-loc,snd,5,0.183806,42.308827
earthdata-search-loc,snd,6,0.181504,21.169097
earthdata-search-loc,snd,7,0.175216,18.190929
earthdata-search-loc,snd,8,0.182706,10.371962
earthdata-search-loc,snd,9,0.214225,9.656606
earthdata-search-loc,snd,10,0.204693,10.058844
earthdata-search-loc,snd,11,0.210041,5.496658
earthdata-search-loc,snd,12,0.207139,7.449557
earthdata-search-loc,snd,13,0.216984,2.881542
earthdata-search-loc,snd,14,0.218001,2.157179
earthdata-search-loc,snd,15,0.223012,1.676456
earthdata-search-loc,snd,16,0.222917,0.368598
earthdata-search-loc,snd,17,0.227399,2.052164
earthdata-search-loc,snd,18,0.224362,1.673164
earthdata-search-loc,snd,19,0.227082,2.170961
earthdata-search-loc,snd,20,0.228854,1.679825
earthdata-search-loc,snd,21,0.231621,3.505667
earthdata-search-loc,snd,22,0.230248,1.260662
earthdata-search-loc,snd,23,0.229603,0.141411
earthdata-search-loc,snd,24,0.140815,88.842695
earthdata-search-loc,snd,25,0.138821,7.908517
earthdata-search-loc,snd,26,0.130189,8.660405
earthdata-search-loc,snd,27,0.123187,17.142550
earthdata-search-loc,snd,28,0.122623,0.976165
earthdata-search-loc,snd,29,0.122018,8.601950
earthdata-search-loc,snd,30,0.117580,4.513289
earthdata-search-loc,snd,31,0.118537,5.434385
earthdata-search-loc,snd,32,0.138357,50.212346
earthdata-search-loc,snd,33,0.140922,9.157586
earthdata-search-loc,snd,34,0.139712,8.315404
earthdata-search-loc,snd,35,0.128993,20.199950
earthdata-search-loc,snd,36,0.126272,8.354833
earthdata-search-loc,snd,37,0.124904,3.055104
earthdata-search-loc,snd,38,0.123963,3.098747
earthdata-search-loc,snd,39,0.124041,1.523252
earthdata-search-loc,snd,40,0.118683,8.115373
earthdata-search-loc,snd,41,0.118298,0.865238
earthdata-search-loc,snd,42,0.119736,1.462270
earthdata-search-loc,snd,43,0.113737,9.199642
earthdata-search-loc,snd,44,0.104602,11.715052
earthdata-search-loc,snd,45,0.106462,0.653661
