dataset,technique,revision,nCells,avgAR,avgMov
earthdata-search,snd,0,28,0.271225,0.000000
earthdata-search,snd,1,40,0.257151,23.109272
earthdata-search,snd,2,40,0.257151,0.000000
earthdata-search,snd,3,70,0.260670,75.048572
earthdata-search,snd,4,116,0.207164,32.326876
earthdata-search,snd,5,191,0.183806,42.308827
earthdata-search,snd,6,216,0.181504,21.169097
earthdata-search,snd,7,256,0.175216,18.190929
earthdata-search,snd,8,285,0.182706,10.371962
earthdata-search,snd,9,304,0.214225,9.656606
earthdata-search,snd,10,323,0.204693,10.058844
earthdata-search,snd,11,337,0.210041,5.496658
earthdata-search,snd,12,340,0.207139,7.449557
earthdata-search,snd,13,349,0.216984,2.881542
earthdata-search,snd,14,350,0.218001,2.157179
earthdata-search,snd,15,349,0.223012,1.676456
earthdata-search,snd,16,350,0.222917,0.368598
earthdata-search,snd,17,356,0.227399,2.052164
earthdata-search,snd,18,363,0.224362,1.673164
earthdata-search,snd,19,368,0.227082,2.170961
earthdata-search,snd,20,371,0.228854,1.679825
earthdata-search,snd,21,373,0.231621,3.505667
earthdata-search,snd,22,374,0.230248,1.260662
earthdata-search,snd,23,375,0.229603,0.141411
earthdata-search,snd,24,645,0.140815,88.842695
earthdata-search,snd,25,646,0.138821,7.908517
earthdata-search,snd,26,671,0.130189,8.660405
earthdata-search,snd,27,684,0.123187,17.142550
earthdata-search,snd,28,684,0.122623,0.976165
earthdata-search,snd,29,700,0.122018,8.601950
earthdata-search,snd,30,709,0.117580,4.513289
earthdata-search,snd,31,719,0.118537,5.434385
earthdata-search,snd,32,725,0.138357,50.212346
earthdata-search,snd,33,750,0.140922,9.157586
earthdata-search,snd,34,753,0.139712,8.315404
earthdata-search,snd,35,746,0.128993,20.199950
earthdata-search,snd,36,747,0.126272,8.354833
earthdata-search,snd,37,747,0.124904,3.055104
earthdata-search,snd,38,749,0.123963,3.098747
earthdata-search,snd,39,752,0.124041,1.523252
earthdata-search,snd,40,752,0.118683,8.115373
earthdata-search,snd,41,752,0.118298,0.865238
earthdata-search,snd,42,756,0.119736,1.462270
earthdata-search,snd,43,748,0.113737,9.199642
earthdata-search,snd,44,748,0.104602,11.715052
earthdata-search,snd,45,751,0.106462,0.653661
