dataset,technique,revision,avgAR,avgMov
Chart.js-loc,snd,0,0.434726,0.000000
Chart.js-loc,snd,1,0.378995,51.796691
Chart.js-loc,snd,2,0.378995,0.000000
Chart.js-loc,snd,3,0.378995,0.000000
Chart.js-loc,snd,4,0.378995,0.000000
Chart.js-loc,snd,5,0.378995,0.000000
Chart.js-loc,snd,6,0.378995,0.000000
Chart.js-loc,snd,7,0.378995,0.000000
Chart.js-loc,snd,8,0.304774,108.020080
Chart.js-loc,snd,9,0.303133,1.233541
Chart.js-loc,snd,10,0.300809,0.446188
Chart.js-loc,snd,11,0.301310,0.161822
Chart.js-loc,snd,12,0.301040,0.087259
Chart.js-loc,snd,13,0.301389,0.070188
Chart.js-loc,snd,14,0.487217,19.434135
Chart.js-loc,snd,15,0.337439,20.817041
Chart.js-loc,snd,16,0.459224,18.861409
Chart.js-loc,snd,17,0.455350,0.848855
Chart.js-loc,snd,18,0.496885,8.843159
Chart.js-loc,snd,19,0.370774,49.466154
Chart.js-loc,snd,20,0.495707,67.859996
Chart.js-loc,snd,21,0.495795,0.027938
Chart.js-loc,snd,22,0.375729,36.073127
Chart.js-loc,snd,23,0.330582,29.924160
Chart.js-loc,snd,24,0.308535,7.296517
Chart.js-loc,snd,25,0.290536,10.419356
Chart.js-loc,snd,26,0.287146,12.499496
Chart.js-loc,snd,27,0.272037,30.362483
Chart.js-loc,snd,28,0.266417,140.628299
Chart.js-loc,snd,29,0.267067,0.641609
Chart.js-loc,snd,30,0.251688,14.493375
Chart.js-loc,snd,31,0.241364,5.740237
Chart.js-loc,snd,32,0.208477,115.115820
Chart.js-loc,snd,33,0.199794,11.333447
Chart.js-loc,snd,34,0.197775,2.954002
Chart.js-loc,snd,35,0.191379,4.169672
Chart.js-loc,snd,36,0.222890,5.732344
Chart.js-loc,snd,37,0.221128,3.220865
Chart.js-loc,snd,38,0.220645,4.132069
Chart.js-loc,snd,39,0.219668,5.424717
Chart.js-loc,snd,40,0.216848,2.598484
Chart.js-loc,snd,41,0.247764,8.741056
Chart.js-loc,snd,42,0.248252,3.252943
Chart.js-loc,snd,43,0.248252,0.000000
