dataset,technique,revision,avgAR,avgMov
standard-loc,snd,0,0.442369,0.000000
standard-loc,snd,1,0.384528,12.665837
standard-loc,snd,2,0.385559,42.364085
standard-loc,snd,3,0.401710,7.187142
standard-loc,snd,4,0.401372,2.485081
standard-loc,snd,5,0.359258,30.133225
standard-loc,snd,6,0.366297,15.775680
standard-loc,snd,7,0.341723,103.632490
standard-loc,snd,8,0.360460,21.990459
standard-loc,snd,9,0.356921,3.362050
standard-loc,snd,10,0.356327,0.534802
standard-loc,snd,11,0.356327,0.000000
standard-loc,snd,12,0.356327,0.000000
standard-loc,snd,13,0.325583,13.723234
standard-loc,snd,14,0.367950,48.393892
standard-loc,snd,15,0.374002,8.533956
standard-loc,snd,16,0.366012,2.629545
standard-loc,snd,17,0.366012,0.000000
standard-loc,snd,18,0.367185,0.599364
standard-loc,snd,19,0.355067,10.378889
standard-loc,snd,20,0.355067,0.000000
standard-loc,snd,21,0.355067,0.000000
standard-loc,snd,22,0.355067,0.000000
standard-loc,snd,23,0.355067,0.000000
standard-loc,snd,24,0.356033,0.455556
standard-loc,snd,25,0.359533,1.883072
standard-loc,snd,26,0.359533,0.000000
standard-loc,snd,27,0.368482,3.049488
standard-loc,snd,28,0.368482,0.000000
