dataset,technique,revision,avgAR,avgMov
OptiKey-loc,snd,0,0.134178,0.000000
OptiKey-loc,snd,1,0.147363,6.791188
OptiKey-loc,snd,2,0.143464,4.103125
OptiKey-loc,snd,3,0.146896,5.908650
OptiKey-loc,snd,4,0.165258,7.434675
OptiKey-loc,snd,5,0.147491,18.837187
OptiKey-loc,snd,6,0.239266,110.154490
OptiKey-loc,snd,7,0.236412,11.057970
OptiKey-loc,snd,8,0.235702,9.833326
OptiKey-loc,snd,9,0.236496,13.644941
OptiKey-loc,snd,10,0.236496,0.000000
OptiKey-loc,snd,11,0.242589,16.967558
OptiKey-loc,snd,12,0.251694,6.922081
OptiKey-loc,snd,13,0.199167,89.592446
OptiKey-loc,snd,14,0.204182,14.025597
OptiKey-loc,snd,15,0.207531,3.175878
OptiKey-loc,snd,16,0.253071,0.055386
OptiKey-loc,snd,17,0.207531,0.062127
OptiKey-loc,snd,18,0.250261,1.671442
OptiKey-loc,snd,19,0.277633,9.007908
OptiKey-loc,snd,20,0.263824,8.730805
OptiKey-loc,snd,21,0.277293,5.894221
OptiKey-loc,snd,22,0.295673,7.396290
OptiKey-loc,snd,23,0.294489,4.700346
OptiKey-loc,snd,24,0.287486,5.042551
OptiKey-loc,snd,25,0.285638,2.701978
OptiKey-loc,snd,26,0.285638,0.000000
OptiKey-loc,snd,27,0.281639,2.891572
OptiKey-loc,snd,28,0.278667,1.904470
OptiKey-loc,snd,29,0.279360,0.867960
OptiKey-loc,snd,30,0.275883,2.738565
OptiKey-loc,snd,31,0.269827,3.339391
OptiKey-loc,snd,32,0.267509,0.356318
OptiKey-loc,snd,33,0.269642,1.917951
OptiKey-loc,snd,34,0.269560,0.115137
OptiKey-loc,snd,35,0.266882,2.315539
