dataset,technique,revision,avgAR,avgMov
d3-loc,snd,0,0.248475,0.000000
d3-loc,snd,1,0.231547,33.213801
d3-loc,snd,2,0.221937,42.859711
d3-loc,snd,3,0.217969,0.778303
d3-loc,snd,4,0.208278,17.811718
d3-loc,snd,5,0.220737,51.201629
d3-loc,snd,6,0.236965,53.834751
d3-loc,snd,7,0.261529,11.340977
d3-loc,snd,8,0.274698,6.709380
d3-loc,snd,9,0.266435,11.235238
d3-loc,snd,10,0.212715,5.814741
d3-loc,snd,11,0.189014,58.477407
d3-loc,snd,12,0.186695,7.017783
d3-loc,snd,13,0.182837,5.859793
d3-loc,snd,14,0.179174,2.473815
d3-loc,snd,15,0.177806,0.516201
d3-loc,snd,16,0.178336,0.766072
d3-loc,snd,17,0.177506,13.324594
d3-loc,snd,18,0.176231,1.608083
d3-loc,snd,19,0.179134,2.350149
d3-loc,snd,20,0.178856,0.024344
d3-loc,snd,21,0.179335,1.048727
d3-loc,snd,22,0.181044,10.463481
d3-loc,snd,23,0.178303,3.153098
d3-loc,snd,24,0.176038,1.711340
d3-loc,snd,25,0.166191,10.852505
d3-loc,snd,26,0.145140,23.683922
d3-loc,snd,27,0.116898,49.959031
d3-loc,snd,28,0.117171,12.043967
d3-loc,snd,29,0.116270,1.529364
d3-loc,snd,30,0.244132,29.364465
d3-loc,snd,31,0.246264,1.374827
d3-loc,snd,32,0.246834,2.320028
d3-loc,snd,33,0.244643,4.291480
d3-loc,snd,34,0.245810,1.770567
d3-loc,snd,35,0.244522,1.942450
d3-loc,snd,36,0.244861,0.415658
d3-loc,snd,37,0.242150,2.759711
d3-loc,snd,38,0.242140,0.016621
d3-loc,snd,39,0.242102,0.144752
d3-loc,snd,40,0.242325,5.648288
d3-loc,snd,41,0.242607,0.136606
d3-loc,snd,42,0.243332,1.812777
d3-loc,snd,43,0.244417,0.442388
d3-loc,snd,44,0.245265,1.128668
d3-loc,snd,45,0.244837,0.365185
d3-loc,snd,46,0.244532,0.242260
d3-loc,snd,47,0.244421,0.245822
d3-loc,snd,48,0.244656,0.241716
d3-loc,snd,49,0.243690,1.236106
d3-loc,snd,50,0.241888,0.261284
d3-loc,snd,51,0.242081,2.502876
d3-loc,snd,52,0.241582,0.063780
d3-loc,snd,53,0.241321,0.776191
d3-loc,snd,54,0.241319,0.024904
d3-loc,snd,55,0.240960,0.130733
d3-loc,snd,56,0.241321,0.115214
d3-loc,snd,57,0.241315,0.063091
d3-loc,snd,58,0.240955,0.107083
d3-loc,snd,59,0.240955,0.035422
d3-loc,snd,60,0.240569,0.810022
d3-loc,snd,61,0.238998,0.620083
d3-loc,snd,62,0.238862,0.171982
d3-loc,snd,63,0.403474,41.627712
d3-loc,snd,64,0.403318,0.245787
d3-loc,snd,65,0.504227,2.329601
d3-loc,snd,66,0.503968,0.129400
d3-loc,snd,67,0.498224,36.313689
d3-loc,snd,68,0.503851,1.392043
d3-loc,snd,69,0.441848,31.939187
d3-loc,snd,70,0.367793,3.836402
d3-loc,snd,71,0.313860,6.340380
d3-loc,snd,72,0.313755,0.067637
d3-loc,snd,73,0.313755,0.000000
d3-loc,snd,74,0.507769,114.488849
d3-loc,snd,75,0.507769,0.000000
d3-loc,snd,76,0.507769,0.000000
d3-loc,snd,77,0.507769,0.000000
