dataset,technique,revision,avgAR,avgMov
Hystrix-loc,snd,0,0.200945,0.000000
Hystrix-loc,snd,1,0.485327,61.856659
Hystrix-loc,snd,2,0.485327,0.000000
Hystrix-loc,snd,3,0.485327,0.000000
Hystrix-loc,snd,4,0.485327,0.000000
Hystrix-loc,snd,5,0.237529,11.396542
Hystrix-loc,snd,6,0.248457,31.265848
Hystrix-loc,snd,7,0.243460,4.556752
Hystrix-loc,snd,8,0.307919,16.936413
Hystrix-loc,snd,9,0.326073,3.608770
Hystrix-loc,snd,10,0.325546,0.136681
Hystrix-loc,snd,11,0.324706,0.199159
Hystrix-loc,snd,12,0.323407,1.266892
Hystrix-loc,snd,13,0.321776,4.243212
Hystrix-loc,snd,14,0.325812,2.939876
Hystrix-loc,snd,15,0.322179,1.497362
Hystrix-loc,snd,16,0.321922,0.332164
Hystrix-loc,snd,17,0.354630,6.961007
Hystrix-loc,snd,18,0.321913,7.288447
Hystrix-loc,snd,19,0.306832,53.675862
Hystrix-loc,snd,20,0.277453,30.022257
Hystrix-loc,snd,21,0.275204,2.033248
Hystrix-loc,snd,22,0.274597,0.245140
Hystrix-loc,snd,23,0.274597,0.000000
Hystrix-loc,snd,24,0.274590,0.032841
Hystrix-loc,snd,25,0.258300,5.683349
Hystrix-loc,snd,26,0.259399,16.629790
Hystrix-loc,snd,27,0.258405,0.535253
Hystrix-loc,snd,28,0.246156,3.474005
Hystrix-loc,snd,29,0.241302,16.004015
Hystrix-loc,snd,30,0.235465,7.957706
Hystrix-loc,snd,31,0.234033,6.531976
Hystrix-loc,snd,32,0.233897,0.712301
Hystrix-loc,snd,33,0.225634,1.695000
Hystrix-loc,snd,34,0.224030,1.378674
Hystrix-loc,snd,35,0.224023,0.375230
Hystrix-loc,snd,36,0.222596,1.882734
Hystrix-loc,snd,37,0.222353,2.023187
Hystrix-loc,snd,38,0.225304,3.950698
Hystrix-loc,snd,39,0.233177,8.465438
Hystrix-loc,snd,40,0.233485,7.487452
Hystrix-loc,snd,41,0.234886,4.826931
Hystrix-loc,snd,42,0.223214,18.403030
Hystrix-loc,snd,43,0.224651,3.106685
Hystrix-loc,snd,44,0.224651,0.048702
Hystrix-loc,snd,45,0.224651,0.000000
Hystrix-loc,snd,46,0.224759,0.434186
Hystrix-loc,snd,47,0.220446,0.884961
Hystrix-loc,snd,48,0.217789,8.462027
Hystrix-loc,snd,49,0.205794,14.194209
Hystrix-loc,snd,50,0.213718,6.322376
Hystrix-loc,snd,51,0.220212,7.693570
Hystrix-loc,snd,52,0.217319,1.203330
Hystrix-loc,snd,53,0.215866,1.462843
Hystrix-loc,snd,54,0.215859,0.015457
Hystrix-loc,snd,55,0.215440,0.558240
Hystrix-loc,snd,56,0.215184,0.141496
Hystrix-loc,snd,57,0.215184,0.000000
Hystrix-loc,snd,58,0.211382,6.016987
Hystrix-loc,snd,59,0.211376,0.177659
Hystrix-loc,snd,60,0.211389,0.023726
