dataset,technique,revision,avgAR,avgMov
Leaflet-loc,snd,0,0.316035,0.000000
Leaflet-loc,snd,1,0.315985,0.060155
Leaflet-loc,snd,2,0.295821,11.344323
Leaflet-loc,snd,3,0.327535,11.941449
Leaflet-loc,snd,4,0.315548,15.941377
Leaflet-loc,snd,5,0.305425,48.126999
Leaflet-loc,snd,6,0.276647,12.795238
Leaflet-loc,snd,7,0.304038,50.382352
Leaflet-loc,snd,8,0.295264,55.921711
Leaflet-loc,snd,9,0.285761,66.904720
Leaflet-loc,snd,10,0.295380,56.182226
Leaflet-loc,snd,11,0.283367,64.553941
Leaflet-loc,snd,12,0.284124,4.544775
Leaflet-loc,snd,13,0.284048,2.641894
Leaflet-loc,snd,14,0.283116,1.290623
Leaflet-loc,snd,15,0.301630,45.245133
Leaflet-loc,snd,16,0.294725,53.327138
Leaflet-loc,snd,17,0.294899,0.159450
Leaflet-loc,snd,18,0.322065,72.262072
Leaflet-loc,snd,19,0.318605,6.116952
Leaflet-loc,snd,20,0.316727,1.172554
Leaflet-loc,snd,21,0.315676,0.991134
Leaflet-loc,snd,22,0.313247,3.328458
Leaflet-loc,snd,23,0.287039,36.696957
Leaflet-loc,snd,24,0.316960,26.163887
Leaflet-loc,snd,25,0.321702,1.214917
Leaflet-loc,snd,26,0.293858,21.447662
Leaflet-loc,snd,27,0.295656,22.848584
Leaflet-loc,snd,28,0.278442,19.140880
Leaflet-loc,snd,29,0.273788,23.422134
Leaflet-loc,snd,30,0.272868,9.335515
Leaflet-loc,snd,31,0.262649,19.461101
Leaflet-loc,snd,32,0.290236,16.843368
Leaflet-loc,snd,33,0.284254,1.815348
Leaflet-loc,snd,34,0.262273,20.861996
Leaflet-loc,snd,35,0.281587,77.754027
Leaflet-loc,snd,36,0.281686,0.066070
Leaflet-loc,snd,37,0.281587,0.066070
Leaflet-loc,snd,38,0.281345,2.182349
Leaflet-loc,snd,39,0.287335,0.650809
Leaflet-loc,snd,40,0.285679,0.513571
Leaflet-loc,snd,41,0.279853,2.402720
Leaflet-loc,snd,42,0.288525,6.145833
Leaflet-loc,snd,43,0.256999,66.286500
Leaflet-loc,snd,44,0.287929,69.444474
Leaflet-loc,snd,45,0.288045,0.937174
Leaflet-loc,snd,46,0.287887,0.157572
Leaflet-loc,snd,47,0.287868,0.110551
Leaflet-loc,snd,48,0.287841,0.084825
Leaflet-loc,snd,49,0.285532,1.114380
Leaflet-loc,snd,50,0.256895,58.667526
Leaflet-loc,snd,51,0.284015,68.348697
Leaflet-loc,snd,52,0.256892,59.094956
Leaflet-loc,snd,53,0.280990,69.035108
Leaflet-loc,snd,54,0.278822,2.231305
Leaflet-loc,snd,55,0.256891,61.570400
Leaflet-loc,snd,56,0.277414,68.884795
Leaflet-loc,snd,57,0.256892,59.968092
Leaflet-loc,snd,58,0.256892,0.000000
Leaflet-loc,snd,59,0.257016,0.118319
Leaflet-loc,snd,60,0.265316,8.994639
Leaflet-loc,snd,61,0.250443,68.102159
Leaflet-loc,snd,62,0.251675,0.466578
Leaflet-loc,snd,63,0.251030,0.645616
Leaflet-loc,snd,64,0.248413,1.434157
Leaflet-loc,snd,65,0.253362,2.049160
Leaflet-loc,snd,66,0.248729,2.426137
Leaflet-loc,snd,67,0.331066,59.396414
Leaflet-loc,snd,68,0.242169,8.855638
Leaflet-loc,snd,69,0.244149,5.644845
Leaflet-loc,snd,70,0.235526,10.444430
Leaflet-loc,snd,71,0.240006,2.749492
Leaflet-loc,snd,72,0.237141,1.871212
Leaflet-loc,snd,73,0.230590,3.241317
Leaflet-loc,snd,74,0.230273,55.150095
Leaflet-loc,snd,75,0.216510,1.438143
Leaflet-loc,snd,76,0.216261,0.223376
Leaflet-loc,snd,77,0.196710,18.212976
Leaflet-loc,snd,78,0.196785,0.095767
Leaflet-loc,snd,79,0.188515,13.876261
Leaflet-loc,snd,80,0.182916,1.117498
Leaflet-loc,snd,81,0.183707,0.707625
Leaflet-loc,snd,82,0.181289,1.221871
Leaflet-loc,snd,83,0.180633,0.718207
