dataset,technique,revision,nCells,avgAR,avgMov
alpha,snd,0,311,0.137549,0.000000
alpha,snd,1,311,0.137521,0.925581
alpha,snd,2,311,0.137594,0.965021
alpha,snd,3,315,0.134948,1.074409
alpha,snd,4,317,0.132629,1.516717
alpha,snd,5,317,0.132405,1.534461
alpha,snd,6,317,0.133038,1.582204
alpha,snd,7,317,0.134436,1.641608
alpha,snd,8,317,0.132477,1.710146
alpha,snd,9,311,0.130463,1.813468
alpha,snd,10,314,0.127705,1.975319
alpha,snd,11,300,0.132267,2.319899
alpha,snd,12,305,0.132484,2.346207
alpha,snd,13,316,0.128474,2.768878
alpha,snd,14,316,0.129374,2.712304
alpha,snd,15,298,0.137838,2.671432
alpha,snd,16,296,0.139147,2.295343
alpha,snd,17,294,0.143607,2.654327
alpha,snd,18,295,0.141937,2.334871
alpha,snd,19,299,0.140759,1.902746
alpha,snd,20,303,0.140162,1.869337
alpha,snd,21,306,0.140453,1.947895
alpha,snd,22,309,0.140244,1.873986
alpha,snd,23,314,0.141579,1.884953
alpha,snd,24,333,0.137767,1.879011
alpha,snd,25,339,0.138630,2.204665
alpha,snd,26,338,0.141312,2.761106
alpha,snd,27,335,0.143883,2.693179
alpha,snd,28,331,0.146239,2.690303
alpha,snd,29,329,0.147740,2.949792
alpha,snd,30,329,0.148169,2.415410
alpha,snd,31,327,0.149003,2.318126
alpha,snd,32,329,0.148701,2.243008
alpha,snd,33,324,0.151357,2.127547
alpha,snd,34,323,0.151222,1.977724
alpha,snd,35,323,0.150375,1.914993
alpha,snd,36,323,0.149912,1.856371
alpha,snd,37,325,0.148698,1.801719
alpha,snd,38,327,0.147824,1.912877
alpha,snd,39,328,0.147349,1.786622
alpha,snd,40,328,0.146987,1.695064
alpha,snd,41,329,0.145740,1.686467
alpha,snd,42,329,0.144819,1.634908
alpha,snd,43,328,0.144022,1.565707
alpha,snd,44,327,0.143682,1.510381
alpha,snd,45,325,0.142500,1.391202
alpha,snd,46,324,0.142049,1.231260
alpha,snd,47,324,0.141355,1.175147
alpha,snd,48,325,0.140285,1.122811
alpha,snd,49,327,0.138347,1.248375
