new hiv 25
Afghanistan 0.0000000000 0.0000000000 1000.0000000000 0.0619644765
Algeria 0.0000000000 0.0619644765 1000.0000000000 0.0580916967
Angola 0.0000000000 0.1200561732 1000.0000000000 4.2871672171
Argentina 0.0000000000 4.4072233903 1000.0000000000 1.6885319843
Armenia 0.0000000000 6.0957553747 1000.0000000000 0.0001196689
Azerbaijan 0.0000000000 6.0958750436 1000.0000000000 0.0005499347
Bangladesh 0.0000000000 6.0964249783 1000.0000000000 0.0013655422
Belarus 0.0000000000 6.0977905205 1000.0000000000 0.0038727798
Belize 0.0000000000 6.1016633002 1000.0000000000 0.0001003050
Benin 0.0000000000 6.1017636052 1000.0000000000 2.1648838974
Bolivia (Plurinational State of) 0.0000000000 8.2666475026 1000.0000000000 0.0348550180
Botswana 0.0000000000 8.3015025206 1000.0000000000 3.6365402140
Burkina Faso 0.0000000000 11.9380427346 1000.0000000000 22.8610190450
Burundi 0.0000000000 34.7990617796 1000.0000000000 4.0857826685
Cambodia 0.0000000000 38.8848444481 1000.0000000000 0.0542189169
Cameroon 0.0000000000 38.9390633651 1000.0000000000 21.0834131257
Cape Verde 0.0000000000 60.0224764907 1000.0000000000 0.0619644765
Central African Republic 0.0000000000 60.0844409672 1000.0000000000 7.8888524131
Chad 0.0000000000 67.9732933803 1000.0000000000 6.1887020894
Chile 0.0000000000 74.1619954698 1000.0000000000 2.7264369656
Colombia 0.0000000000 76.8884324353 1000.0000000000 1.0688872194
Congo 0.0000000000 77.9573196548 1000.0000000000 6.9400213669
Costa Rica 0.0000000000 84.8973410216 1000.0000000000 0.2517306857
Cuba 0.0000000000 85.1490717074 1000.0000000000 0.0619644765
Côte d'Ivoire 0.0000000000 85.2110361839 1000.0000000000 24.6192610654
Democratic Republic of the Congo 0.0000000000 109.8302972492 1000.0000000000 64.1797065243
Denmark 0.0000000000 174.0100037736 1000.0000000000 0.5150797108
Djibouti 0.0000000000 174.5250834844 1000.0000000000 0.0426005776
Dominican Republic 0.0000000000 174.5676840620 1000.0000000000 1.1734522735
Ecuador 0.0000000000 175.7411363355 1000.0000000000 0.2130028879
Egypt 0.0000000000 175.9541392234 1000.0000000000 0.0271094585
El Salvador 0.0000000000 175.9812486819 1000.0000000000 0.5886625267
Equatorial Guinea 0.0000000000 176.5699112086 1000.0000000000 0.0193638989
Eritrea 0.0000000000 176.5892751075 1000.0000000000 0.4453696748
Ethiopia 0.0000000000 177.0346447822 1000.0000000000 33.3601250302
Fiji 0.0000000000 210.3947698125 1000.0000000000 0.0011265916
Gabon 0.0000000000 210.3958964041 1000.0000000000 0.7358281583
Gambia 0.0000000000 211.1317245624 1000.0000000000 0.0658372563
Georgia 0.0000000000 211.1975618187 1000.0000000000 0.0077455596
Ghana 0.0000000000 211.2053073782 1000.0000000000 14.9102021554
Guatemala 0.0000000000 226.1155095336 1000.0000000000 0.0154911191
Guinea 0.0000000000 226.1310006527 1000.0000000000 2.0835555220
Guinea-Bissau 0.0000000000 228.2145561747 1000.0000000000 0.1587839710
Guyana 0.0000000000 228.3733401457 1000.0000000000 0.0016118509
Haiti 0.0000000000 228.3749519967 1000.0000000000 8.2064203551
Honduras 0.0000000000 236.5813723518 1000.0000000000 2.7961470016
Indonesia 0.0000000000 239.3775193534 1000.0000000000 0.0038727798
Iran (Islamic Republic of) 0.0000000000 239.3813921332 1000.0000000000 0.1316745125
Ireland 0.0000000000 239.5130666457 1000.0000000000 0.0309822382
Jamaica 0.0000000000 239.5440488839 1000.0000000000 0.6816092414
Kazakhstan 0.0000000000 240.2256581253 1000.0000000000 0.0503461371
Kenya 0.0000000000 240.2760042625 1000.0000000000 69.4815420440
Kyrgyzstan 0.0000000000 309.7575463065 1000.0000000000 0.0038727798
Lao People's Democratic Republic 0.0000000000 309.7614190863 1000.0000000000 0.0000015491
Lebanon 0.0000000000 309.7614206354 1000.0000000000 0.0735828158
Lesotho 0.0000000000 309.8350034512 1000.0000000000 0.4957158119
Liberia 0.0000000000 310.3307192631 1000.0000000000 0.4840974726
Madagascar 0.0000000000 310.8148167357 1000.0000000000 0.3446774005
Malawi 0.0000000000 311.1594941362 1000.0000000000 58.7035959146
Malaysia 0.0000000000 369.8630900507 1000.0000000000 0.1161833934
Mali 0.0000000000 369.9792734442 1000.0000000000 8.0205269257
Mauritania 0.0000000000 377.9998003698 1000.0000000000 0.1471656317
Mauritius 0.0000000000 378.1469660015 1000.0000000000 0.0193638989
Mexico 0.0000000000 378.1663299004 1000.0000000000 43.3557696440
Morocco 0.0000000000 421.5220995444 1000.0000000000 0.1006922743
Mozambique 0.0000000000 421.6227918187 1000.0000000000 9.9375529171
Myanmar 0.0000000000 431.5603447357 1000.0000000000 0.2556034655
Namibia 0.0000000000 431.8159482012 1000.0000000000 0.9759405047
Nepal 0.0000000000 432.7918887060 1000.0000000000 0.0006002809
Nicaragua 0.0000000000 432.7924889868 1000.0000000000 0.8636298911
Niger 0.0000000000 433.6561188779 1000.0000000000 1.3399818041
Nigeria 0.0000000000 434.9961006820 1000.0000000000 88.7331303334
Norway 0.0000000000 523.7292310154 1000.0000000000 0.0503461371
Oman 0.0000000000 523.7795771526 1000.0000000000 0.1084378339
Pakistan 0.0000000000 523.8880149864 1000.0000000000 0.0852011552
Panama 0.0000000000 523.9732161416 1000.0000000000 0.2556034655
Papua New Guinea 0.0000000000 524.2288196071 1000.0000000000 0.0735828158
Paraguay 0.0000000000 524.3024024230 1000.0000000000 0.2168756677
Peru 0.0000000000 524.5192780907 1000.0000000000 11.8119783309
