dataset,technique,revision,avgAR,avgMov
pybuilder-loc,snd,0,0.129383,0.000000
pybuilder-loc,snd,1,0.130968,3.608200
pybuilder-loc,snd,2,0.115848,5.311538
pybuilder-loc,snd,3,0.115848,0.000000
pybuilder-loc,snd,4,0.115781,0.376543
pybuilder-loc,snd,5,0.115781,0.000000
pybuilder-loc,snd,6,0.112245,9.757927
pybuilder-loc,snd,7,0.112222,0.168794
pybuilder-loc,snd,8,0.112222,0.000000
pybuilder-loc,snd,9,0.112222,0.000000
pybuilder-loc,snd,10,0.112222,0.000000
pybuilder-loc,snd,11,0.112169,0.487396
pybuilder-loc,snd,12,0.114327,3.822642
pybuilder-loc,snd,13,0.113543,1.577722
pybuilder-loc,snd,14,0.108778,4.889943
pybuilder-loc,snd,15,0.108391,0.990539
pybuilder-loc,snd,16,0.098339,7.729588
pybuilder-loc,snd,17,0.096816,4.887813
pybuilder-loc,snd,18,0.095627,2.288007
pybuilder-loc,snd,19,0.090104,2.299667
pybuilder-loc,snd,20,0.087519,5.310988
pybuilder-loc,snd,21,0.087542,0.451257
pybuilder-loc,snd,22,0.084125,3.827031
pybuilder-loc,snd,23,0.082099,1.942901
pybuilder-loc,snd,24,0.081658,0.511781
pybuilder-loc,snd,25,0.082496,1.768959
pybuilder-loc,snd,26,0.082490,0.058134
pybuilder-loc,snd,27,0.080908,1.339101
pybuilder-loc,snd,28,0.076891,3.291530
pybuilder-loc,snd,29,0.075438,10.134417
pybuilder-loc,snd,30,0.075363,0.774967
pybuilder-loc,snd,31,0.075327,0.219227
pybuilder-loc,snd,32,0.075294,0.111725
pybuilder-loc,snd,33,0.072315,3.149615
pybuilder-loc,snd,34,0.072314,0.913307
pybuilder-loc,snd,35,0.067541,5.777704
pybuilder-loc,snd,36,0.067547,0.553535
pybuilder-loc,snd,37,0.066880,2.020736
pybuilder-loc,snd,38,0.066190,1.697278
pybuilder-loc,snd,39,0.066142,0.629335
pybuilder-loc,snd,40,0.066063,0.298171
pybuilder-loc,snd,41,0.066484,1.066842
pybuilder-loc,snd,42,0.065602,2.124605
pybuilder-loc,snd,43,0.065599,0.079152
pybuilder-loc,snd,44,0.065609,0.164255
pybuilder-loc,snd,45,0.065630,0.138118
pybuilder-loc,snd,46,0.064819,2.398255
pybuilder-loc,snd,47,0.064301,2.351730
pybuilder-loc,snd,48,0.064308,0.260999
pybuilder-loc,snd,49,0.064276,0.245244
pybuilder-loc,snd,50,0.064254,0.494077
pybuilder-loc,snd,51,0.064235,0.315923
pybuilder-loc,snd,52,0.064230,0.021713
