dataset,technique,revision,avgAR,avgMov
bootstrap-loc,snd,0,0.301333,0.000000
bootstrap-loc,snd,1,0.363947,5.396642
bootstrap-loc,snd,2,0.483280,70.353183
bootstrap-loc,snd,3,0.462341,8.254839
bootstrap-loc,snd,4,0.406611,11.155135
bootstrap-loc,snd,5,0.383751,39.905511
bootstrap-loc,snd,6,0.392541,5.161902
bootstrap-loc,snd,7,0.327038,17.707117
bootstrap-loc,snd,8,0.316959,77.199529
bootstrap-loc,snd,9,0.228166,19.734451
bootstrap-loc,snd,10,0.230133,2.438272
bootstrap-loc,snd,11,0.223035,11.308455
bootstrap-loc,snd,12,0.221136,18.393916
bootstrap-loc,snd,13,0.213839,3.853478
bootstrap-loc,snd,14,0.226824,41.769934
bootstrap-loc,snd,15,0.222109,3.447688
bootstrap-loc,snd,16,0.221436,4.159697
bootstrap-loc,snd,17,0.285714,0.000000
bootstrap-loc,snd,18,0.223244,22.961423
bootstrap-loc,snd,19,0.221094,24.179084
bootstrap-loc,snd,20,0.236477,10.000917
bootstrap-loc,snd,21,0.235171,12.266497
bootstrap-loc,snd,22,0.236896,9.389974
bootstrap-loc,snd,23,0.200000,14.540381
bootstrap-loc,snd,24,0.231135,28.921521
bootstrap-loc,snd,25,0.248309,13.431734
bootstrap-loc,snd,26,0.245747,4.023160
bootstrap-loc,snd,27,0.265843,16.598938
bootstrap-loc,snd,28,0.279760,20.424541
bootstrap-loc,snd,29,0.266189,19.111780
bootstrap-loc,snd,30,0.190747,70.163791
bootstrap-loc,snd,31,0.190108,0.305611
bootstrap-loc,snd,32,0.190119,0.050362
bootstrap-loc,snd,33,0.280789,12.731468
bootstrap-loc,snd,34,0.280789,0.042027
bootstrap-loc,snd,35,0.280784,0.038565
bootstrap-loc,snd,36,0.278804,6.064560
bootstrap-loc,snd,37,0.284016,3.209112
bootstrap-loc,snd,38,0.285397,0.786299
bootstrap-loc,snd,39,0.265844,67.919219
bootstrap-loc,snd,40,0.289912,55.882694
bootstrap-loc,snd,41,0.259674,33.910064
bootstrap-loc,snd,42,0.238404,13.595576
bootstrap-loc,snd,43,0.236958,1.337027
bootstrap-loc,snd,44,0.230820,7.943599
bootstrap-loc,snd,45,0.234949,44.315097
bootstrap-loc,snd,46,0.230542,2.351771
bootstrap-loc,snd,47,0.240626,35.314291
bootstrap-loc,snd,48,0.251776,4.566347
bootstrap-loc,snd,49,0.250359,74.502685
bootstrap-loc,snd,50,0.249426,1.406717
bootstrap-loc,snd,51,0.246520,1.458513
bootstrap-loc,snd,52,0.242353,4.202649
bootstrap-loc,snd,53,0.264994,71.699894
bootstrap-loc,snd,54,0.231807,48.306509
bootstrap-loc,snd,55,0.240193,78.999784
bootstrap-loc,snd,56,0.236222,27.925166
bootstrap-loc,snd,57,0.237882,11.364473
bootstrap-loc,snd,58,0.235274,9.959999
bootstrap-loc,snd,59,0.210533,63.824978
bootstrap-loc,snd,60,0.200469,35.297177
bootstrap-loc,snd,61,0.209845,11.397732
bootstrap-loc,snd,62,0.242538,53.426049
bootstrap-loc,snd,63,0.244776,26.541791
bootstrap-loc,snd,64,0.204434,48.182431
bootstrap-loc,snd,65,0.208363,1.592553
bootstrap-loc,snd,66,0.208363,0.000000
bootstrap-loc,snd,67,0.208363,0.000000
bootstrap-loc,snd,68,0.200791,60.162417
bootstrap-loc,snd,69,0.205139,60.664078
bootstrap-loc,snd,70,0.205136,0.106911
bootstrap-loc,snd,71,0.205139,0.106911
bootstrap-loc,snd,72,0.205139,0.000000
bootstrap-loc,snd,73,0.205139,0.000000
bootstrap-loc,snd,74,0.211471,3.870020
bootstrap-loc,snd,75,0.210915,0.755290
bootstrap-loc,snd,76,0.215055,1.684261
bootstrap-loc,snd,77,0.215318,0.393817
bootstrap-loc,snd,78,0.215145,0.401899
bootstrap-loc,snd,79,0.215377,0.791100
bootstrap-loc,snd,80,0.211087,11.149483
bootstrap-loc,snd,81,0.226416,11.784058
bootstrap-loc,snd,82,0.226386,0.999600
bootstrap-loc,snd,83,0.225620,0.747233
bootstrap-loc,snd,84,0.245993,19.669723
bootstrap-loc,snd,85,0.244054,1.111998
bootstrap-loc,snd,86,0.219793,20.190025
bootstrap-loc,snd,87,0.219139,5.282290
bootstrap-loc,snd,88,0.221353,2.342087
bootstrap-loc,snd,89,0.239000,24.689807
bootstrap-loc,snd,90,0.239251,3.947426
bootstrap-loc,snd,91,0.239251,0.000000
