dataset,technique,revision,nCells,avgAR,avgMov
fsharp,otpbm,0,30,0.221574,0.000000
fsharp,otpbm,1,30,0.221497,0.090018
fsharp,otpbm,2,30,0.221497,0.000000
fsharp,otpbm,3,30,0.221497,0.000000
fsharp,otpbm,4,30,0.221497,0.000000
fsharp,otpbm,5,30,0.221497,0.000000
fsharp,otpbm,6,30,0.221497,0.000000
fsharp,otpbm,7,30,0.221497,0.000000
fsharp,otpbm,8,31,0.242906,15.099413
fsharp,otpbm,9,30,0.250886,113.656689
fsharp,otpbm,10,97,0.478411,31.472968
fsharp,otpbm,11,97,0.478127,0.855500
fsharp,otpbm,12,97,0.478120,0.042400
fsharp,otpbm,13,97,0.478123,2.029914
fsharp,otpbm,14,98,0.473800,2.362257
fsharp,otpbm,15,98,0.473800,0.000000
fsharp,otpbm,16,98,0.473800,0.000000
fsharp,otpbm,17,98,0.473800,0.000000
fsharp,otpbm,18,98,0.473800,0.000000
fsharp,otpbm,19,98,0.473800,0.000000
fsharp,otpbm,20,98,0.473807,0.019822
fsharp,otpbm,21,98,0.473851,0.089398
fsharp,otpbm,22,358,0.508641,56.176604
fsharp,otpbm,23,359,0.509016,0.070823
fsharp,otpbm,24,378,0.490039,11.580312
fsharp,otpbm,25,403,0.497788,133.477243
fsharp,otpbm,26,501,0.453014,110.334714
fsharp,otpbm,27,502,0.452044,0.509970
fsharp,otpbm,28,541,0.455030,12.223334
fsharp,otpbm,29,770,0.444741,166.441197
fsharp,otpbm,30,855,0.459991,35.504998
fsharp,otpbm,31,855,0.460072,0.071750
fsharp,otpbm,32,855,0.460095,0.014316
fsharp,otpbm,33,864,0.460540,3.446433
fsharp,otpbm,34,433,0.493248,121.651188
fsharp,otpbm,35,864,0.460520,56.258924
fsharp,otpbm,36,847,0.474998,213.873424
fsharp,otpbm,37,850,0.475203,1.237309
fsharp,otpbm,38,817,0.478397,80.588590
fsharp,otpbm,39,817,0.478324,0.039400
fsharp,otpbm,40,821,0.478999,0.171940
fsharp,otpbm,41,824,0.478163,0.424694
fsharp,otpbm,42,459,0.491396,146.072624
fsharp,otpbm,43,814,0.480019,88.518588
fsharp,otpbm,44,814,0.480216,0.082509
fsharp,otpbm,45,826,0.480599,1.584252
fsharp,otpbm,46,827,0.475253,11.700918
fsharp,otpbm,47,822,0.476681,3.996659
fsharp,otpbm,48,831,0.464916,41.998096
fsharp,otpbm,49,818,0.464497,29.667928
fsharp,otpbm,50,825,0.452074,119.152063
fsharp,otpbm,51,830,0.444023,25.792405
fsharp,otpbm,52,826,0.443243,3.485022
fsharp,otpbm,53,830,0.444023,3.468226
fsharp,otpbm,54,772,0.440346,55.780937
fsharp,otpbm,55,763,0.440843,98.340470
fsharp,otpbm,56,768,0.438032,18.285791
fsharp,otpbm,57,763,0.440531,18.304391
fsharp,otpbm,58,772,0.441060,15.678524
fsharp,otpbm,59,772,0.441771,0.796995
fsharp,otpbm,60,225,0.436719,227.414708
fsharp,otpbm,61,225,0.436719,0.000000
fsharp,otpbm,62,608,0.437340,174.658605
fsharp,otpbm,63,609,0.418406,11.169884
fsharp,otpbm,64,616,0.418726,102.280542
fsharp,otpbm,65,643,0.426054,87.714047
fsharp,otpbm,66,654,0.425590,85.885013
fsharp,otpbm,67,251,0.471648,137.793894
fsharp,otpbm,68,251,0.471648,0.000000
