dataset,technique,revision,nCells,avgAR,avgMov
alpha,otpbm,0,311,0.544135,0.000000
alpha,otpbm,1,311,0.541339,0.883573
alpha,otpbm,2,311,0.536890,2.962351
alpha,otpbm,3,315,0.549043,7.102037
alpha,otpbm,4,317,0.534382,6.495382
alpha,otpbm,5,317,0.531513,1.591239
alpha,otpbm,6,317,0.520405,2.364924
alpha,otpbm,7,317,0.517405,3.743658
alpha,otpbm,8,317,0.511848,2.633079
alpha,otpbm,9,311,0.501562,10.956466
alpha,otpbm,10,314,0.487457,5.547780
alpha,otpbm,11,300,0.493348,18.885217
alpha,otpbm,12,305,0.484399,6.977368
alpha,otpbm,13,316,0.478549,8.235563
alpha,otpbm,14,316,0.488120,4.550928
alpha,otpbm,15,298,0.481933,14.136556
alpha,otpbm,16,296,0.481133,9.553632
alpha,otpbm,17,294,0.487563,3.769960
alpha,otpbm,18,295,0.483652,2.818756
alpha,otpbm,19,299,0.483236,2.000868
alpha,otpbm,20,303,0.485293,2.580379
alpha,otpbm,21,306,0.489192,9.160412
alpha,otpbm,22,309,0.484632,8.829762
alpha,otpbm,23,314,0.448852,11.658008
alpha,otpbm,24,333,0.473586,124.140899
alpha,otpbm,25,339,0.466966,11.954210
alpha,otpbm,26,338,0.484488,8.108020
alpha,otpbm,27,335,0.505503,7.440965
alpha,otpbm,28,331,0.510417,13.194407
alpha,otpbm,29,329,0.509969,12.429131
alpha,otpbm,30,329,0.509891,12.177491
alpha,otpbm,31,327,0.520023,14.818020
alpha,otpbm,32,329,0.512656,10.416839
alpha,otpbm,33,324,0.524188,11.884241
alpha,otpbm,34,323,0.529388,5.611994
alpha,otpbm,35,323,0.530801,54.911068
alpha,otpbm,36,323,0.519769,5.797070
alpha,otpbm,37,325,0.517644,4.563750
alpha,otpbm,38,327,0.530041,10.773383
alpha,otpbm,39,328,0.532963,1.659406
alpha,otpbm,40,328,0.532524,2.259011
alpha,otpbm,41,329,0.532591,1.697802
alpha,otpbm,42,329,0.531742,1.623569
alpha,otpbm,43,328,0.532239,2.489385
alpha,otpbm,44,327,0.532669,1.233210
alpha,otpbm,45,325,0.542480,4.136013
alpha,otpbm,46,324,0.545434,1.362666
alpha,otpbm,47,324,0.547313,5.017649
alpha,otpbm,48,325,0.547278,5.172419
alpha,otpbm,49,327,0.523066,12.144817
