dataset,technique,revision,nCells,avgAR,avgMov
standard,otpbm,0,11,0.491992,0.000000
standard,otpbm,1,11,0.521511,16.204876
standard,otpbm,2,6,0.593818,137.876420
standard,otpbm,3,8,0.538967,7.551445
standard,otpbm,4,8,0.532641,2.638592
standard,otpbm,5,8,0.544912,35.538268
standard,otpbm,6,8,0.622583,17.269951
standard,otpbm,7,9,0.368807,182.350093
standard,otpbm,8,9,0.408085,25.994463
standard,otpbm,9,9,0.402107,4.002632
standard,otpbm,10,9,0.402570,0.711450
standard,otpbm,11,9,0.402570,0.000000
standard,otpbm,12,9,0.402570,0.000000
standard,otpbm,13,10,0.359089,15.925413
standard,otpbm,14,11,0.491206,115.081862
standard,otpbm,15,11,0.476425,8.068824
standard,otpbm,16,11,0.473250,2.977457
standard,otpbm,17,11,0.473250,0.000000
standard,otpbm,18,11,0.473896,0.569110
standard,otpbm,19,11,0.449247,9.877281
standard,otpbm,20,11,0.449247,0.000000
standard,otpbm,21,11,0.449247,0.000000
standard,otpbm,22,11,0.449247,0.000000
standard,otpbm,23,11,0.449247,0.000000
standard,otpbm,24,11,0.449720,0.524329
standard,otpbm,25,11,0.457074,1.821181
standard,otpbm,26,11,0.457074,0.000000
standard,otpbm,27,11,0.455916,3.812169
standard,otpbm,28,11,0.455916,0.000000
