dataset,technique,revision,nCells,avgAR,avgMov
gimp,otpbm,0,7,0.438286,0.000000
gimp,otpbm,1,861,0.440771,1.549668
gimp,otpbm,2,942,0.432416,31.311877
gimp,otpbm,3,1105,0.433615,34.572366
gimp,otpbm,4,1252,0.446957,32.590116
gimp,otpbm,5,1350,0.448005,13.473271
gimp,otpbm,6,1222,0.458683,42.866456
gimp,otpbm,7,1492,0.470573,26.659133
gimp,otpbm,8,1946,0.514510,15.309053
gimp,otpbm,9,1963,0.510201,17.283725
gimp,otpbm,10,1973,0.517185,52.798051
gimp,otpbm,11,2004,0.517145,6.623440
gimp,otpbm,12,2085,0.512730,64.439734
gimp,otpbm,13,2106,0.511647,31.800489
gimp,otpbm,14,1983,0.498101,23.881097
gimp,otpbm,15,2018,0.502254,103.237408
gimp,otpbm,16,2196,0.500036,13.269862
gimp,otpbm,17,1928,0.490542,49.309981
gimp,otpbm,18,2025,0.490906,31.217574
gimp,otpbm,19,2142,0.495218,21.621310
gimp,otpbm,20,2171,0.493720,21.559806
gimp,otpbm,21,2226,0.491796,20.766007
gimp,otpbm,22,2211,0.484756,25.389822
gimp,otpbm,23,2165,0.494087,32.137701
gimp,otpbm,24,2142,0.497316,16.888562
gimp,otpbm,25,2118,0.497456,45.049733
gimp,otpbm,26,2166,0.492240,9.362787
gimp,otpbm,27,2216,0.501380,5.951946
gimp,otpbm,28,2232,0.501562,34.077465
gimp,otpbm,29,2287,0.499075,5.842991
gimp,otpbm,30,2303,0.495488,15.164161
gimp,otpbm,31,2313,0.495824,12.665176
gimp,otpbm,32,2311,0.500684,11.554270
gimp,otpbm,33,2333,0.505295,13.077589
gimp,otpbm,34,2465,0.505564,26.565261
gimp,otpbm,35,2487,0.505383,15.263679
gimp,otpbm,36,2522,0.503182,5.329199
gimp,otpbm,37,2563,0.503160,5.948092
gimp,otpbm,38,2595,0.505016,7.263829
gimp,otpbm,39,2676,0.509752,8.504853
gimp,otpbm,40,2709,0.505023,5.256727
gimp,otpbm,41,2720,0.500772,5.083523
gimp,otpbm,42,2738,0.498816,11.001477
gimp,otpbm,43,2786,0.504983,4.664017
gimp,otpbm,44,2826,0.502820,5.550932
gimp,otpbm,45,2875,0.501049,5.110211
gimp,otpbm,46,2902,0.496857,14.627631
gimp,otpbm,47,2938,0.497531,4.179751
gimp,otpbm,48,2963,0.499893,4.455976
gimp,otpbm,49,2979,0.499045,3.002299
gimp,otpbm,50,2985,0.498868,2.035197
gimp,otpbm,51,3009,0.497647,3.051164
gimp,otpbm,52,3027,0.500101,3.325003
gimp,otpbm,53,3046,0.498252,2.789975
gimp,otpbm,54,3136,0.504296,12.066483
gimp,otpbm,55,3145,0.506435,4.992866
gimp,otpbm,56,3165,0.504500,28.646400
gimp,otpbm,57,3205,0.505333,2.250019
gimp,otpbm,58,3226,0.509479,7.579297
gimp,otpbm,59,3238,0.510258,2.365577
gimp,otpbm,60,3253,0.506739,2.094593
gimp,otpbm,61,3257,0.505851,1.588494
gimp,otpbm,62,3263,0.508404,1.341798
gimp,otpbm,63,3278,0.511162,41.974465
gimp,otpbm,64,3364,0.509843,4.784519
gimp,otpbm,65,3385,0.516210,19.333428
gimp,otpbm,66,3415,0.510499,3.495194
gimp,otpbm,67,3445,0.509451,11.432907
gimp,otpbm,68,3450,0.512016,6.384358
gimp,otpbm,69,3421,0.509009,3.929356
gimp,otpbm,70,3440,0.509597,13.209359
gimp,otpbm,71,3467,0.511379,4.722560
