dataset,technique,revision,nCells,avgAR,avgMov
osquery,otpbm,0,80,0.396918,0.000000
osquery,otpbm,1,133,0.457261,146.167409
osquery,otpbm,2,196,0.473364,114.227471
osquery,otpbm,3,253,0.474701,193.658037
osquery,otpbm,4,286,0.476756,219.472507
osquery,otpbm,5,316,0.487839,223.551597
osquery,otpbm,6,342,0.494151,13.378085
osquery,otpbm,7,328,0.509968,232.968849
osquery,otpbm,8,336,0.523143,22.412683
osquery,otpbm,9,408,0.510816,157.619995
osquery,otpbm,10,416,0.518707,47.650719
osquery,otpbm,11,431,0.528986,197.552710
osquery,otpbm,12,451,0.534231,20.590889
osquery,otpbm,13,447,0.533871,220.521701
osquery,otpbm,14,467,0.522700,13.948842
osquery,otpbm,15,470,0.523613,2.438464
osquery,otpbm,16,483,0.523522,7.281001
osquery,otpbm,17,484,0.530975,5.418315
osquery,otpbm,18,493,0.535456,53.159504
osquery,otpbm,19,495,0.540506,6.131296
osquery,otpbm,20,495,0.540506,0.000000
osquery,otpbm,21,495,0.540506,0.000000
osquery,otpbm,22,513,0.529097,8.631748
osquery,otpbm,23,530,0.494525,56.142681
osquery,otpbm,24,549,0.494605,12.988386
osquery,otpbm,25,556,0.489051,66.082851
osquery,otpbm,26,599,0.520341,38.774697
osquery,otpbm,27,608,0.538406,213.468477
osquery,otpbm,28,631,0.514957,9.842592
osquery,otpbm,29,640,0.530538,9.827525
osquery,otpbm,30,655,0.529811,12.555347
osquery,otpbm,31,659,0.529533,6.880756
osquery,otpbm,32,670,0.532393,3.935344
osquery,otpbm,33,685,0.529698,11.346770
osquery,otpbm,34,685,0.528807,10.147928
osquery,otpbm,35,711,0.530982,36.862615
osquery,otpbm,36,711,0.530059,0.423779
