dataset,technique,revision,nCells,avgAR,avgMov
alpha,otpbs,0,311,0.570814,0.000000
alpha,otpbs,1,311,0.558180,32.990225
alpha,otpbs,2,311,0.566619,13.444352
alpha,otpbs,3,315,0.559693,4.000973
alpha,otpbs,4,317,0.570287,18.219617
alpha,otpbs,5,317,0.571662,2.472143
alpha,otpbs,6,317,0.570243,11.295109
alpha,otpbs,7,317,0.575738,2.874525
alpha,otpbs,8,317,0.563219,4.068068
alpha,otpbs,9,311,0.557873,2.794839
alpha,otpbs,10,314,0.535141,3.394077
alpha,otpbs,11,300,0.534130,5.173941
alpha,otpbs,12,305,0.526767,3.795804
alpha,otpbs,13,316,0.519636,6.069722
alpha,otpbs,14,316,0.517885,9.211234
alpha,otpbs,15,298,0.544156,10.943617
alpha,otpbs,16,296,0.545815,33.431463
alpha,otpbs,17,294,0.549556,3.401450
alpha,otpbs,18,295,0.537126,19.564965
alpha,otpbs,19,299,0.537545,3.041801
alpha,otpbs,20,303,0.537183,3.403865
alpha,otpbs,21,306,0.523396,15.340762
alpha,otpbs,22,309,0.534817,66.383000
alpha,otpbs,23,314,0.529728,11.460129
alpha,otpbs,24,333,0.533367,7.477529
alpha,otpbs,25,339,0.548213,6.622893
alpha,otpbs,26,338,0.561380,3.570538
alpha,otpbs,27,335,0.561726,16.692610
alpha,otpbs,28,331,0.564413,4.577709
alpha,otpbs,29,329,0.551451,26.478921
alpha,otpbs,30,329,0.547685,3.632794
alpha,otpbs,31,327,0.551545,3.479155
alpha,otpbs,32,329,0.547280,5.703715
alpha,otpbs,33,324,0.567760,6.888352
alpha,otpbs,34,323,0.571565,3.572594
alpha,otpbs,35,323,0.569503,46.536553
alpha,otpbs,36,323,0.578224,6.606382
alpha,otpbs,37,325,0.573730,25.101954
alpha,otpbs,38,327,0.571126,2.599233
alpha,otpbs,39,328,0.579769,6.343632
alpha,otpbs,40,328,0.574867,6.205237
alpha,otpbs,41,329,0.578145,36.026100
alpha,otpbs,42,329,0.582609,26.064618
alpha,otpbs,43,328,0.577219,30.072842
alpha,otpbs,44,327,0.577127,4.007759
alpha,otpbs,45,325,0.578016,5.735912
alpha,otpbs,46,324,0.582665,2.234294
alpha,otpbs,47,324,0.580957,1.729767
alpha,otpbs,48,325,0.570416,2.149187
alpha,otpbs,49,327,0.569011,6.928633
