dataset,technique,revision,nCells,avgAR,avgMov
bdb,sqr,0,9,0.644844,0.000000
bdb,sqr,1,9,0.576761,40.456756
bdb,sqr,2,9,0.596822,14.410368
bdb,sqr,3,9,0.597064,8.334300
bdb,sqr,4,9,0.600942,1.341115
bdb,sqr,5,11,0.587388,46.099718
bdb,sqr,6,12,0.529519,9.713664
bdb,sqr,7,16,0.557615,64.818798
bdb,sqr,8,18,0.367982,85.515960
bdb,sqr,9,18,0.355270,16.750191
bdb,sqr,10,18,0.357659,2.191291
bdb,sqr,11,18,0.376673,9.959546
bdb,sqr,12,18,0.379893,0.892687
bdb,sqr,13,18,0.380845,1.562734
bdb,sqr,14,18,0.383520,34.737751
bdb,sqr,15,18,0.386458,2.140961
bdb,sqr,16,19,0.375906,2.221934
bdb,sqr,17,19,0.376688,0.271634
bdb,sqr,18,19,0.378398,0.454122
bdb,sqr,19,19,0.381819,1.135985
bdb,sqr,20,19,0.382018,0.748345
bdb,sqr,21,19,0.382224,3.154972
bdb,sqr,22,19,0.385365,1.563234
bdb,sqr,23,19,0.477577,40.270202
bdb,sqr,24,19,0.474555,1.843697
bdb,sqr,25,25,0.516412,6.351513
bdb,sqr,26,25,0.518789,2.259867
bdb,sqr,27,26,0.461791,17.299428
bdb,sqr,28,26,0.461254,0.974078
bdb,sqr,29,26,0.461602,1.540970
bdb,sqr,30,25,0.450840,1.457549
bdb,sqr,31,25,0.451963,0.562053
bdb,sqr,32,103,0.415341,31.860438
bdb,sqr,33,103,0.414930,0.454273
bdb,sqr,34,103,0.414849,30.085825
bdb,sqr,35,103,0.422876,9.610506
bdb,sqr,36,103,0.422734,0.827174
bdb,sqr,37,104,0.424018,5.970482
bdb,sqr,38,104,0.424163,0.380185
bdb,sqr,39,104,0.424171,0.021995
bdb,sqr,40,105,0.422438,1.767913
bdb,sqr,41,105,0.416746,64.651111
bdb,sqr,42,105,0.416339,1.064234
bdb,sqr,43,105,0.416532,0.090317
bdb,sqr,44,105,0.416509,0.023804
bdb,sqr,45,105,0.416649,3.016612
bdb,sqr,46,105,0.416706,0.053126
bdb,sqr,47,105,0.418618,2.188219
bdb,sqr,48,106,0.412759,19.841316
bdb,sqr,49,106,0.413312,0.746694
bdb,sqr,50,106,0.420575,52.154849
bdb,sqr,51,106,0.416712,20.218263
bdb,sqr,52,106,0.419692,17.887471
bdb,sqr,53,106,0.419756,0.113443
bdb,sqr,54,105,0.423320,1.939477
bdb,sqr,55,105,0.424446,1.774337
bdb,sqr,56,105,0.424764,0.618805
bdb,sqr,57,105,0.424630,0.999507
bdb,sqr,58,105,0.424687,0.283936
bdb,sqr,59,105,0.425078,0.504342
bdb,sqr,60,105,0.424708,0.523532
bdb,sqr,61,105,0.424742,0.048857
