dataset,technique,revision,avgAR,avgMov
shellcheck-loc,sqr,0,0.600390,0.000000
shellcheck-loc,sqr,1,0.577030,1.940118
shellcheck-loc,sqr,2,0.571823,0.675099
shellcheck-loc,sqr,3,0.566570,0.841624
shellcheck-loc,sqr,4,0.562762,0.582074
shellcheck-loc,sqr,5,0.545691,2.778822
shellcheck-loc,sqr,6,0.534580,2.696016
shellcheck-loc,sqr,7,0.501462,40.093311
shellcheck-loc,sqr,8,0.493361,1.031113
shellcheck-loc,sqr,9,0.528149,11.882304
shellcheck-loc,sqr,10,0.525413,0.744491
shellcheck-loc,sqr,11,0.588135,33.135443
shellcheck-loc,sqr,12,0.598729,1.325279
shellcheck-loc,sqr,13,0.571420,2.052833
shellcheck-loc,sqr,14,0.561331,3.228099
shellcheck-loc,sqr,15,0.557229,1.455719
shellcheck-loc,sqr,16,0.553119,1.526820
shellcheck-loc,sqr,17,0.579895,10.119195
shellcheck-loc,sqr,18,0.583433,4.873278
shellcheck-loc,sqr,19,0.583756,0.320680
shellcheck-loc,sqr,20,0.528220,4.644302
shellcheck-loc,sqr,21,0.524842,0.261741
shellcheck-loc,sqr,22,0.524907,0.166006
shellcheck-loc,sqr,23,0.525053,0.258941
shellcheck-loc,sqr,24,0.525078,0.061877
shellcheck-loc,sqr,25,0.549709,5.776150
shellcheck-loc,sqr,26,0.546611,0.826776
shellcheck-loc,sqr,27,0.547762,1.605648
shellcheck-loc,sqr,28,0.601389,15.409076
shellcheck-loc,sqr,29,0.600036,0.313515
shellcheck-loc,sqr,30,0.597654,0.393439
shellcheck-loc,sqr,31,0.593988,0.667347
shellcheck-loc,sqr,32,0.678743,19.120322
shellcheck-loc,sqr,33,0.677053,0.456300
shellcheck-loc,sqr,34,0.675390,1.604764
shellcheck-loc,sqr,35,0.675301,0.023505
shellcheck-loc,sqr,36,0.673623,4.015905
shellcheck-loc,sqr,37,0.681489,1.399050
shellcheck-loc,sqr,38,0.681911,0.226742
shellcheck-loc,sqr,39,0.668302,3.873018
shellcheck-loc,sqr,40,0.693032,49.036270
shellcheck-loc,sqr,41,0.692671,0.106526
shellcheck-loc,sqr,42,0.692687,0.765367
shellcheck-loc,sqr,43,0.691482,0.496869
shellcheck-loc,sqr,44,0.690944,12.219836
shellcheck-loc,sqr,45,0.702451,4.738530
shellcheck-loc,sqr,46,0.702415,0.222496
shellcheck-loc,sqr,47,0.685336,17.190823
shellcheck-loc,sqr,48,0.682014,4.027001
shellcheck-loc,sqr,49,0.675246,2.095958
shellcheck-loc,sqr,50,0.674947,0.248639
shellcheck-loc,sqr,51,0.675191,0.107809
shellcheck-loc,sqr,52,0.677069,0.804598
