new Chart.js 44
art.min.js 745.5990914253 970.2549862170 254.4009085747 29.7450137830
cs/index.html 0.0000000000 666.8558456300 434.9801249290 333.1441543700
cs/prettify.css 637.3199446537 827.0330167439 108.2791467716 66.3913673104
cs/prettify.js 695.8971879892 893.4243840543 49.7019034361 106.5756159457
cs/prettify.less 637.3199446537 893.4243840543 58.5772433355 106.5756159457
cs/styles.css 434.9801249290 666.8558456300 310.6189664963 160.1771711139
cs/styles.less 434.9801249290 827.0330167439 202.3398197247 172.9669832561
mples/bar.html 836.0974383491 881.3803522434 83.0155831738 88.8746339735
mples/doughnut.html 745.5990914253 782.1177740392 90.4983469238 96.1590195575
mples/line.html 836.0974383491 782.1177740392 81.9512808254 99.2625782042
mples/pie.html 919.1130215229 881.3803522434 80.8869784771 88.8746339735
mples/polarArea.html 745.5990914253 878.2767935967 90.4983469238 91.9781926202
mples/radar.html 918.0487191746 782.1177740392 81.9512808254 99.2625782042
mples/sixup.html 745.5990914253 666.8558456300 254.4009085747 115.2619284093
te/assets/Chart.js 0.0000000000 0.0000000000 409.3617021277 666.8558456300
te/assets/effects.js 409.3617021277 543.9331091083 492.4822695035 122.9227365217
te/assets/excanvas.js 409.3617021277 0.0000000000 492.4822695035 543.9331091083
te/index.html 901.8439716312 395.1024518906 98.1560283688 271.7533937394
te/styles.css 901.8439716312 0.0000000000 98.1560283688 395.1024518906

art.js 552.4168236033 525.2570406795 447.5831763967 474.7429593205
art.min.js 412.1155053358 958.5794733479 140.3013182674 41.4205266521
cs/index.html 0.0000000000 525.2570406795 412.1155053358 276.9635238686
cs/prettify.css 337.5278727431 802.2205645481 74.5876325928 75.9153388603
cs/prettify.js 337.5278727431 944.0623818924 74.5876325928 55.9376181076
cs/prettify.less 337.5278727431 878.1359034084 74.5876325928 65.9264784840
cs/styles.css 0.0000000000 802.2205645481 198.1469431505 197.7794354519
cs/styles.less 198.1469431505 802.2205645481 139.3809295926 197.7794354519
mples/bar.html 412.1155053358 876.8004848296 71.0617066549 81.7789885183
mples/doughnut.html 412.1155053358 689.8770825020 71.7095626700 95.5858307357
mples/line.html 412.1155053358 785.4629132377 70.1506591337 91.3375715919
mples/pie.html 483.1772119908 876.8004848296 69.2396116125 81.7789885183
mples/polarArea.html 483.8250680059 689.8770825020 68.5917555974 95.5858307357
mples/radar.html 482.2661644696 785.4629132377 70.1506591337 91.3375715919
mples/sixup.html 412.1155053358 525.2570406795 140.3013182674 164.6200418226
te/assets/Chart.js 0.0000000000 0.0000000000 409.3617021277 525.2570406795
te/assets/effects.js 409.3617021277 428.4354663607 492.4822695035 96.8215743188
te/assets/excanvas.js 409.3617021277 0.0000000000 492.4822695035 428.4354663607
te/index.html 901.8439716312 311.2072061829 98.1560283688 214.0498344966
te/styles.css 901.8439716312 0.0000000000 98.1560283688 311.2072061829

art.js 552.4168236033 525.2570406795 447.5831763967 474.7429593205
art.min.js 412.1155053358 958.5794733479 140.3013182674 41.4205266521
cs/index.html 0.0000000000 525.2570406795 412.1155053358 276.9635238686
cs/prettify.css 337.5278727431 802.2205645481 74.5876325928 75.9153388603
cs/prettify.js 337.5278727431 944.0623818924 74.5876325928 55.9376181076
cs/prettify.less 337.5278727431 878.1359034084 74.5876325928 65.9264784840
cs/styles.css 0.0000000000 802.2205645481 198.1469431505 197.7794354519
cs/styles.less 198.1469431505 802.2205645481 139.3809295926 197.7794354519
mples/bar.html 412.1155053358 876.8004848296 71.0617066549 81.7789885183
mples/doughnut.html 412.1155053358 689.8770825020 71.7095626700 95.5858307357
mples/line.html 412.1155053358 785.4629132377 70.1506591337 91.3375715919
mples/pie.html 483.1772119908 876.8004848296 69.2396116125 81.7789885183
mples/polarArea.html 483.8250680059 689.8770825020 68.5917555974 95.5858307357
mples/radar.html 482.2661644696 785.4629132377 70.1506591337 91.3375715919
mples/sixup.html 412.1155053358 525.2570406795 140.3013182674 164.6200418226
te/assets/Chart.js 0.0000000000 0.0000000000 409.3617021277 525.2570406795
te/assets/effects.js 409.3617021277 428.4354663607 492.4822695035 96.8215743188
te/assets/excanvas.js 409.3617021277 0.0000000000 492.4822695035 428.4354663607
te/index.html 901.8439716312 311.2072061829 98.1560283688 214.0498344966
te/styles.css 901.8439716312 0.0000000000 98.1560283688 311.2072061829

art.js 552.4168236033 525.2570406795 447.5831763967 474.7429593205
art.min.js 412.1155053358 958.5794733479 140.3013182674 41.4205266521
cs/index.html 0.0000000000 525.2570406795 412.1155053358 276.9635238686
cs/prettify.css 337.5278727431 802.2205645481 74.5876325928 75.9153388603
cs/prettify.js 337.5278727431 944.0623818924 74.5876325928 55.9376181076
cs/prettify.less 337.5278727431 878.1359034084 74.5876325928 65.9264784840
cs/styles.css 0.0000000000 802.2205645481 198.1469431505 197.7794354519
cs/styles.less 198.1469431505 802.2205645481 139.3809295926 197.7794354519
mples/bar.html 412.1155053358 876.8004848296 71.0617066549 81.7789885183
mples/doughnut.html 412.1155053358 689.8770825020 71.7095626700 95.5858307357
mples/line.html 412.1155053358 785.4629132377 70.1506591337 91.3375715919
mples/pie.html 483.1772119908 876.8004848296 69.2396116125 81.7789885183
mples/polarArea.html 483.8250680059 689.8770825020 68.5917555974 95.5858307357
mples/radar.html 482.2661644696 785.4629132377 70.1506591337 91.3375715919
mples/sixup.html 412.1155053358 525.2570406795 140.3013182674 164.6200418226
te/assets/Chart.js 0.0000000000 0.0000000000 409.3617021277 525.2570406795
te/assets/effects.js 409.3617021277 428.4354663607 492.4822695035 96.8215743188
