dataset,technique,revision,nCells,avgAR,avgMov
alpha,sqr,0,311,0.728443,0.000000
alpha,sqr,1,311,0.728478,8.043879
alpha,sqr,2,311,0.724529,5.487715
alpha,sqr,3,315,0.718693,1.534396
alpha,sqr,4,317,0.718697,5.842163
alpha,sqr,5,317,0.711958,3.384097
alpha,sqr,6,317,0.701597,17.586628
alpha,sqr,7,317,0.685922,13.340098
alpha,sqr,8,317,0.666494,14.238769
alpha,sqr,9,311,0.658000,216.975297
alpha,sqr,10,314,0.629801,209.929241
alpha,sqr,11,300,0.655697,12.111319
alpha,sqr,12,305,0.647669,6.146009
alpha,sqr,13,316,0.624750,10.242936
alpha,sqr,14,316,0.614764,16.263070
alpha,sqr,15,298,0.627883,221.302315
alpha,sqr,16,296,0.640059,219.657000
alpha,sqr,17,294,0.640813,19.591853
alpha,sqr,18,295,0.634832,21.070762
alpha,sqr,19,299,0.622766,225.239150
alpha,sqr,20,303,0.604064,227.372779
alpha,sqr,21,306,0.601651,222.950621
alpha,sqr,22,309,0.602278,224.482456
alpha,sqr,23,314,0.593247,7.823202
alpha,sqr,24,333,0.573008,28.709989
alpha,sqr,25,339,0.582226,54.063349
alpha,sqr,26,338,0.585501,14.288138
alpha,sqr,27,335,0.595475,21.766767
alpha,sqr,28,331,0.594691,12.311314
alpha,sqr,29,329,0.597448,24.684101
alpha,sqr,30,329,0.587442,5.131867
alpha,sqr,31,327,0.592592,225.295509
alpha,sqr,32,329,0.590624,224.945829
alpha,sqr,33,324,0.619515,23.509269
alpha,sqr,34,323,0.626695,26.894373
alpha,sqr,35,323,0.628304,26.039756
alpha,sqr,36,323,0.629806,232.705704
alpha,sqr,37,325,0.624977,233.070878
alpha,sqr,38,327,0.616496,12.828434
alpha,sqr,39,328,0.611859,3.992972
alpha,sqr,40,328,0.607043,9.564514
alpha,sqr,41,329,0.608994,1.804772
alpha,sqr,42,329,0.619901,5.898822
alpha,sqr,43,328,0.630286,13.425207
alpha,sqr,44,327,0.630175,20.156000
alpha,sqr,45,325,0.632539,244.245292
alpha,sqr,46,324,0.632692,2.468279
alpha,sqr,47,324,0.633915,1.721908
alpha,sqr,48,325,0.628701,245.047765
alpha,sqr,49,327,0.615756,16.912392
