dataset,technique,revision,avgAR,avgMov
bootstrap-loc,sqr,0,0.678009,0.000000
bootstrap-loc,sqr,1,0.572095,11.935559
bootstrap-loc,sqr,2,0.612641,238.913038
bootstrap-loc,sqr,3,0.596320,31.897299
bootstrap-loc,sqr,4,0.595251,234.356423
bootstrap-loc,sqr,5,0.556442,98.916708
bootstrap-loc,sqr,6,0.569817,15.468812
bootstrap-loc,sqr,7,0.576708,37.628815
bootstrap-loc,sqr,8,0.611247,141.676791
bootstrap-loc,sqr,9,0.539795,42.695521
bootstrap-loc,sqr,10,0.534829,12.903949
bootstrap-loc,sqr,11,0.533584,51.112996
bootstrap-loc,sqr,12,0.528021,48.753046
bootstrap-loc,sqr,13,0.520800,5.363554
bootstrap-loc,sqr,14,0.521384,126.623211
bootstrap-loc,sqr,15,0.519939,15.035827
bootstrap-loc,sqr,16,0.520194,13.879150
bootstrap-loc,sqr,17,0.729839,0.000000
bootstrap-loc,sqr,18,0.523568,62.254117
bootstrap-loc,sqr,19,0.520357,66.754892
bootstrap-loc,sqr,20,0.525684,18.440310
bootstrap-loc,sqr,21,0.521556,51.648081
bootstrap-loc,sqr,22,0.523464,24.685472
bootstrap-loc,sqr,23,0.814047,23.344433
bootstrap-loc,sqr,24,0.532465,63.285226
bootstrap-loc,sqr,25,0.564577,44.039283
bootstrap-loc,sqr,26,0.560829,7.427596
bootstrap-loc,sqr,27,0.581008,49.121068
bootstrap-loc,sqr,28,0.566701,58.683426
bootstrap-loc,sqr,29,0.580659,68.973305
bootstrap-loc,sqr,30,0.570767,45.706611
bootstrap-loc,sqr,31,0.569090,11.604117
bootstrap-loc,sqr,32,0.568985,0.028294
bootstrap-loc,sqr,33,0.549285,43.612750
bootstrap-loc,sqr,34,0.549244,0.040147
bootstrap-loc,sqr,35,0.549285,0.041990
bootstrap-loc,sqr,36,0.545279,38.016892
bootstrap-loc,sqr,37,0.552136,14.148524
bootstrap-loc,sqr,38,0.551115,1.086493
bootstrap-loc,sqr,39,0.581012,43.281545
bootstrap-loc,sqr,40,0.553826,39.136894
bootstrap-loc,sqr,41,0.556076,25.448133
bootstrap-loc,sqr,42,0.555101,35.804867
bootstrap-loc,sqr,43,0.557646,1.023046
bootstrap-loc,sqr,44,0.560159,33.494285
bootstrap-loc,sqr,45,0.556679,51.714868
bootstrap-loc,sqr,46,0.553257,8.611248
bootstrap-loc,sqr,47,0.548330,109.653485
bootstrap-loc,sqr,48,0.553797,18.474813
bootstrap-loc,sqr,49,0.547301,74.832985
bootstrap-loc,sqr,50,0.547527,3.519787
bootstrap-loc,sqr,51,0.545555,3.942537
bootstrap-loc,sqr,52,0.558846,28.005704
bootstrap-loc,sqr,53,0.545118,80.930940
bootstrap-loc,sqr,54,0.568103,71.821595
bootstrap-loc,sqr,55,0.544826,94.134687
bootstrap-loc,sqr,56,0.528476,35.371747
bootstrap-loc,sqr,57,0.531261,29.614153
bootstrap-loc,sqr,58,0.531202,31.744845
bootstrap-loc,sqr,59,0.562032,108.873887
bootstrap-loc,sqr,60,0.580817,61.823551
bootstrap-loc,sqr,61,0.587079,20.744555
bootstrap-loc,sqr,62,0.523350,73.475644
bootstrap-loc,sqr,63,0.519713,39.565094
bootstrap-loc,sqr,64,0.584824,66.740949
bootstrap-loc,sqr,65,0.590992,6.693872
bootstrap-loc,sqr,66,0.590992,0.000000
bootstrap-loc,sqr,67,0.590992,0.000000
bootstrap-loc,sqr,68,0.583281,99.729329
bootstrap-loc,sqr,69,0.588401,100.613779
bootstrap-loc,sqr,70,0.588453,0.044480
bootstrap-loc,sqr,71,0.588401,0.044480
bootstrap-loc,sqr,72,0.588401,0.000000
bootstrap-loc,sqr,73,0.588401,0.000000
bootstrap-loc,sqr,74,0.589391,6.269187
bootstrap-loc,sqr,75,0.585223,13.576626
bootstrap-loc,sqr,76,0.585351,16.236256
bootstrap-loc,sqr,77,0.587520,7.390148
bootstrap-loc,sqr,78,0.587358,0.514756
bootstrap-loc,sqr,79,0.587968,2.427008
bootstrap-loc,sqr,80,0.590497,31.872661
bootstrap-loc,sqr,81,0.588224,34.701553
bootstrap-loc,sqr,82,0.587446,2.093529
bootstrap-loc,sqr,83,0.588010,4.739418
bootstrap-loc,sqr,84,0.561768,50.401991
bootstrap-loc,sqr,85,0.557776,2.631356
bootstrap-loc,sqr,86,0.561983,51.315225
bootstrap-loc,sqr,87,0.561072,17.743078
bootstrap-loc,sqr,88,0.562399,6.383998
bootstrap-loc,sqr,89,0.551771,52.069371
bootstrap-loc,sqr,90,0.545416,18.560511
bootstrap-loc,sqr,91,0.545416,0.000000
