dataset,technique,revision,avgAR,avgMov
d3-loc,sqr,0,0.732557,0.000000
d3-loc,sqr,1,0.642718,85.496024
d3-loc,sqr,2,0.571994,58.959268
d3-loc,sqr,3,0.574995,11.465983
d3-loc,sqr,4,0.594272,47.997640
d3-loc,sqr,5,0.540740,104.172492
d3-loc,sqr,6,0.543090,89.826537
d3-loc,sqr,7,0.568244,36.045579
d3-loc,sqr,8,0.565823,28.502272
d3-loc,sqr,9,0.561180,34.347271
d3-loc,sqr,10,0.561738,15.898090
d3-loc,sqr,11,0.575190,64.438836
d3-loc,sqr,12,0.572338,34.167784
d3-loc,sqr,13,0.570732,33.026331
d3-loc,sqr,14,0.576984,16.833760
d3-loc,sqr,15,0.579564,2.773184
d3-loc,sqr,16,0.578390,2.519956
d3-loc,sqr,17,0.576868,35.513998
d3-loc,sqr,18,0.572455,7.897727
d3-loc,sqr,19,0.577593,30.012496
d3-loc,sqr,20,0.576756,0.035438
d3-loc,sqr,21,0.574688,16.888752
d3-loc,sqr,22,0.570083,43.907215
d3-loc,sqr,23,0.567249,40.966888
d3-loc,sqr,24,0.564429,5.312061
d3-loc,sqr,25,0.579606,54.873894
d3-loc,sqr,26,0.566183,98.263625
d3-loc,sqr,27,0.556142,181.339964
d3-loc,sqr,28,0.551353,23.760616
d3-loc,sqr,29,0.550884,21.614136
d3-loc,sqr,30,0.558446,61.237427
d3-loc,sqr,31,0.561181,1.762506
d3-loc,sqr,32,0.554106,13.827376
d3-loc,sqr,33,0.553421,6.988715
d3-loc,sqr,34,0.565120,16.973388
d3-loc,sqr,35,0.568096,10.272834
d3-loc,sqr,36,0.566957,1.485402
d3-loc,sqr,37,0.570250,8.008075
d3-loc,sqr,38,0.570230,0.011976
d3-loc,sqr,39,0.569758,0.165364
d3-loc,sqr,40,0.567804,38.434296
d3-loc,sqr,41,0.567686,0.125724
d3-loc,sqr,42,0.569633,23.143650
d3-loc,sqr,43,0.568185,2.399608
d3-loc,sqr,44,0.571492,4.223200
d3-loc,sqr,45,0.574188,1.838224
d3-loc,sqr,46,0.573683,0.374788
d3-loc,sqr,47,0.575971,0.434936
d3-loc,sqr,48,0.574061,0.403912
d3-loc,sqr,49,0.572588,18.022969
d3-loc,sqr,50,0.568576,0.423025
d3-loc,sqr,51,0.573251,21.546796
d3-loc,sqr,52,0.572266,0.117151
d3-loc,sqr,53,0.572857,2.113990
d3-loc,sqr,54,0.572902,0.023953
d3-loc,sqr,55,0.575538,0.457338
d3-loc,sqr,56,0.572857,0.438777
d3-loc,sqr,57,0.572796,0.065094
d3-loc,sqr,58,0.573271,0.416734
d3-loc,sqr,59,0.575472,0.103332
d3-loc,sqr,60,0.585398,3.285341
d3-loc,sqr,61,0.583124,2.064631
d3-loc,sqr,62,0.583150,0.496371
d3-loc,sqr,63,0.438417,87.817830
d3-loc,sqr,64,0.436688,0.167582
d3-loc,sqr,65,0.504227,2.329601
d3-loc,sqr,66,0.503968,0.129400
d3-loc,sqr,67,0.498224,36.313689
d3-loc,sqr,68,0.503851,1.392043
d3-loc,sqr,69,0.441848,31.939187
d3-loc,sqr,70,0.444179,38.169665
d3-loc,sqr,71,0.614325,22.730452
d3-loc,sqr,72,0.614145,0.028771
d3-loc,sqr,73,0.614145,0.000000
d3-loc,sqr,74,0.635858,129.678918
d3-loc,sqr,75,0.635858,0.000000
d3-loc,sqr,76,0.635858,0.000000
d3-loc,sqr,77,0.635858,0.000000
