dataset,technique,revision,avgAR,avgMov
Leaflet-loc,sqr,0,0.610497,0.000000
Leaflet-loc,sqr,1,0.610738,0.041269
Leaflet-loc,sqr,2,0.623924,24.528959
Leaflet-loc,sqr,3,0.622912,29.764784
Leaflet-loc,sqr,4,0.611389,29.467417
Leaflet-loc,sqr,5,0.622560,91.950979
Leaflet-loc,sqr,6,0.637391,72.039080
Leaflet-loc,sqr,7,0.620417,143.934768
Leaflet-loc,sqr,8,0.626164,146.498878
Leaflet-loc,sqr,9,0.617803,170.009989
Leaflet-loc,sqr,10,0.625495,142.473943
Leaflet-loc,sqr,11,0.607534,160.528473
Leaflet-loc,sqr,12,0.610171,11.866484
Leaflet-loc,sqr,13,0.602302,6.847868
Leaflet-loc,sqr,14,0.607512,4.256579
Leaflet-loc,sqr,15,0.615521,163.170242
Leaflet-loc,sqr,16,0.601587,75.799734
Leaflet-loc,sqr,17,0.601557,0.174200
Leaflet-loc,sqr,18,0.613540,199.186109
Leaflet-loc,sqr,19,0.631141,9.911131
Leaflet-loc,sqr,20,0.626835,5.118806
Leaflet-loc,sqr,21,0.624202,14.714148
Leaflet-loc,sqr,22,0.627094,21.313358
Leaflet-loc,sqr,23,0.611216,85.938492
Leaflet-loc,sqr,24,0.606350,83.167107
Leaflet-loc,sqr,25,0.613979,3.315394
Leaflet-loc,sqr,26,0.606981,73.376952
Leaflet-loc,sqr,27,0.624373,81.295873
Leaflet-loc,sqr,28,0.610692,70.156816
Leaflet-loc,sqr,29,0.618257,75.519104
Leaflet-loc,sqr,30,0.612095,30.319214
Leaflet-loc,sqr,31,0.610872,75.450199
Leaflet-loc,sqr,32,0.613855,95.690432
Leaflet-loc,sqr,33,0.618951,2.434832
Leaflet-loc,sqr,34,0.607721,91.910963
Leaflet-loc,sqr,35,0.615099,185.162709
Leaflet-loc,sqr,36,0.615236,0.064578
Leaflet-loc,sqr,37,0.615099,0.064578
Leaflet-loc,sqr,38,0.609742,7.376528
Leaflet-loc,sqr,39,0.607710,2.250503
Leaflet-loc,sqr,40,0.609559,1.415186
Leaflet-loc,sqr,41,0.608390,7.475587
Leaflet-loc,sqr,42,0.622600,23.910514
Leaflet-loc,sqr,43,0.597513,152.041570
Leaflet-loc,sqr,44,0.627720,164.217031
Leaflet-loc,sqr,45,0.637764,5.298191
Leaflet-loc,sqr,46,0.637491,0.234777
Leaflet-loc,sqr,47,0.637524,0.136745
Leaflet-loc,sqr,48,0.637644,0.108457
Leaflet-loc,sqr,49,0.637577,1.642875
Leaflet-loc,sqr,50,0.597462,139.069314
Leaflet-loc,sqr,51,0.640821,160.877052
Leaflet-loc,sqr,52,0.597480,139.166997
Leaflet-loc,sqr,53,0.624843,158.537849
Leaflet-loc,sqr,54,0.624814,2.432007
Leaflet-loc,sqr,55,0.597489,138.705201
Leaflet-loc,sqr,56,0.627004,157.381632
Leaflet-loc,sqr,57,0.597485,137.316904
Leaflet-loc,sqr,58,0.597485,0.000000
Leaflet-loc,sqr,59,0.597220,0.166836
Leaflet-loc,sqr,60,0.606061,16.867354
Leaflet-loc,sqr,61,0.619945,150.793814
Leaflet-loc,sqr,62,0.620418,0.798270
Leaflet-loc,sqr,63,0.620700,0.915983
Leaflet-loc,sqr,64,0.620216,2.588918
Leaflet-loc,sqr,65,0.621197,5.762499
Leaflet-loc,sqr,66,0.621339,6.563457
Leaflet-loc,sqr,67,0.505602,215.064625
Leaflet-loc,sqr,68,0.612634,33.041926
Leaflet-loc,sqr,69,0.614535,12.648502
Leaflet-loc,sqr,70,0.631962,33.593790
Leaflet-loc,sqr,71,0.629402,16.678157
Leaflet-loc,sqr,72,0.629899,5.570830
Leaflet-loc,sqr,73,0.632037,20.250001
Leaflet-loc,sqr,74,0.608934,165.965565
Leaflet-loc,sqr,75,0.603007,7.038114
Leaflet-loc,sqr,76,0.601742,0.268209
Leaflet-loc,sqr,77,0.582392,64.092605
Leaflet-loc,sqr,78,0.582213,0.137331
Leaflet-loc,sqr,79,0.590910,44.963488
Leaflet-loc,sqr,80,0.571848,6.790359
Leaflet-loc,sqr,81,0.574475,5.750624
Leaflet-loc,sqr,82,0.574243,14.707656
Leaflet-loc,sqr,83,0.572337,3.183896
