dataset,technique,revision,avgAR,avgMov
OptiKey-loc,sqr,0,0.652388,0.000000
OptiKey-loc,sqr,1,0.639372,7.773731
OptiKey-loc,sqr,2,0.630677,4.726684
OptiKey-loc,sqr,3,0.657199,5.571244
OptiKey-loc,sqr,4,0.603429,15.963061
OptiKey-loc,sqr,5,0.575513,53.709872
OptiKey-loc,sqr,6,0.555229,167.582703
OptiKey-loc,sqr,7,0.555237,55.464140
OptiKey-loc,sqr,8,0.554574,67.452934
OptiKey-loc,sqr,9,0.557150,23.689859
OptiKey-loc,sqr,10,0.557150,0.000000
OptiKey-loc,sqr,11,0.564036,52.029576
OptiKey-loc,sqr,12,0.562959,21.682367
OptiKey-loc,sqr,13,0.570668,144.901108
OptiKey-loc,sqr,14,0.567184,40.616315
OptiKey-loc,sqr,15,0.566879,286.508350
OptiKey-loc,sqr,16,0.518803,0.126261
OptiKey-loc,sqr,17,0.566879,0.141628
OptiKey-loc,sqr,18,0.525881,242.488807
OptiKey-loc,sqr,19,0.540810,235.463326
OptiKey-loc,sqr,20,0.535710,25.186334
OptiKey-loc,sqr,21,0.543519,18.750479
OptiKey-loc,sqr,22,0.540732,35.459921
OptiKey-loc,sqr,23,0.553401,45.133486
OptiKey-loc,sqr,24,0.552514,12.919921
OptiKey-loc,sqr,25,0.547521,15.649789
OptiKey-loc,sqr,26,0.547521,0.000000
OptiKey-loc,sqr,27,0.543344,3.874970
OptiKey-loc,sqr,28,0.544312,4.401705
OptiKey-loc,sqr,29,0.547746,1.997874
OptiKey-loc,sqr,30,0.550139,250.490042
OptiKey-loc,sqr,31,0.548044,14.641340
OptiKey-loc,sqr,32,0.542080,14.012774
OptiKey-loc,sqr,33,0.543276,3.329529
OptiKey-loc,sqr,34,0.543286,0.105025
OptiKey-loc,sqr,35,0.546729,10.360655
