dataset,technique,revision,nCells,avgAR,avgMov
co2,sqr,0,205,0.777600,0.000000
co2,sqr,1,205,0.771161,40.048469
co2,sqr,2,207,0.769560,5.174861
co2,sqr,3,208,0.757053,8.811158
co2,sqr,4,209,0.767731,13.386438
co2,sqr,5,209,0.758472,10.473958
co2,sqr,6,209,0.743056,11.024377
co2,sqr,7,209,0.750443,21.887101
co2,sqr,8,209,0.726719,18.974833
co2,sqr,9,212,0.705716,12.762884
