dataset,technique,revision,avgAR,avgMov
jenkins-loc,sqr,0,0.670220,0.000000
jenkins-loc,sqr,1,0.646859,101.923626
jenkins-loc,sqr,2,0.622351,42.186404
jenkins-loc,sqr,3,0.611338,31.332684
jenkins-loc,sqr,4,0.604320,26.380136
jenkins-loc,sqr,5,0.594887,19.883214
jenkins-loc,sqr,6,0.592110,7.587090
jenkins-loc,sqr,7,0.593511,22.288109
jenkins-loc,sqr,8,0.578431,12.200712
jenkins-loc,sqr,9,0.579698,38.658647
jenkins-loc,sqr,10,0.583772,12.547909
jenkins-loc,sqr,11,0.559696,182.203998
jenkins-loc,sqr,12,0.549561,18.321618
jenkins-loc,sqr,13,0.557403,17.888363
jenkins-loc,sqr,14,0.559971,18.515358
jenkins-loc,sqr,15,0.571219,9.057132
jenkins-loc,sqr,16,0.601940,20.914571
jenkins-loc,sqr,17,0.616452,48.118617
jenkins-loc,sqr,18,0.632255,18.512786
jenkins-loc,sqr,19,0.629590,17.152886
jenkins-loc,sqr,20,0.637675,9.136710
jenkins-loc,sqr,21,0.623791,14.623386
jenkins-loc,sqr,22,0.625396,10.902005
jenkins-loc,sqr,23,0.630407,5.360221
jenkins-loc,sqr,24,0.624856,9.127592
jenkins-loc,sqr,25,0.624494,15.061132
jenkins-loc,sqr,26,0.624238,140.792054
jenkins-loc,sqr,27,0.640167,21.483963
jenkins-loc,sqr,28,0.639435,155.112772
jenkins-loc,sqr,29,0.639491,158.311613
jenkins-loc,sqr,30,0.646210,14.539758
jenkins-loc,sqr,31,0.639359,17.612997
jenkins-loc,sqr,32,0.631421,11.467627
jenkins-loc,sqr,33,0.626939,14.275519
jenkins-loc,sqr,34,0.629805,30.546265
jenkins-loc,sqr,35,0.638590,6.605620
jenkins-loc,sqr,36,0.638676,10.272778
jenkins-loc,sqr,37,0.629051,30.558939
jenkins-loc,sqr,38,0.630504,11.705481
jenkins-loc,sqr,39,0.633155,6.040613
jenkins-loc,sqr,40,0.626398,15.626044
jenkins-loc,sqr,41,0.629895,22.128546
jenkins-loc,sqr,42,0.628438,18.670728
jenkins-loc,sqr,43,0.628389,20.508620
jenkins-loc,sqr,44,0.628452,3.337880
jenkins-loc,sqr,45,0.622572,15.635581
jenkins-loc,sqr,46,0.628675,14.051236
jenkins-loc,sqr,47,0.627039,2.759760
jenkins-loc,sqr,48,0.625936,17.318226
jenkins-loc,sqr,49,0.625214,10.947302
jenkins-loc,sqr,50,0.625048,0.688804
jenkins-loc,sqr,51,0.625048,0.009602
jenkins-loc,sqr,52,0.625769,6.142401
jenkins-loc,sqr,53,0.625707,1.087044
jenkins-loc,sqr,54,0.625706,1.073090
jenkins-loc,sqr,55,0.632152,7.779220
jenkins-loc,sqr,56,0.633549,45.549043
jenkins-loc,sqr,57,0.633457,47.932351
jenkins-loc,sqr,58,0.634346,48.933096
jenkins-loc,sqr,59,0.629155,15.194166
jenkins-loc,sqr,60,0.629422,1.257621
jenkins-loc,sqr,61,0.619578,281.765326
jenkins-loc,sqr,62,0.623533,269.209267
jenkins-loc,sqr,63,0.622998,55.285377
jenkins-loc,sqr,64,0.619977,304.354533
jenkins-loc,sqr,65,0.620148,7.862961
jenkins-loc,sqr,66,0.619429,4.479987
jenkins-loc,sqr,67,0.622022,3.597138
jenkins-loc,sqr,68,0.624196,5.999144
jenkins-loc,sqr,69,0.621919,5.808941
jenkins-loc,sqr,70,0.622268,6.705092
jenkins-loc,sqr,71,0.617868,12.588640
jenkins-loc,sqr,72,0.616156,13.994387
jenkins-loc,sqr,73,0.613239,22.466817
jenkins-loc,sqr,74,0.612290,1.790065
jenkins-loc,sqr,75,0.611738,1.772781
jenkins-loc,sqr,76,0.613603,44.422976
jenkins-loc,sqr,77,0.615655,277.775427
jenkins-loc,sqr,78,0.616404,2.227742
jenkins-loc,sqr,79,0.613575,8.684979
jenkins-loc,sqr,80,0.611210,7.901570
jenkins-loc,sqr,81,0.621596,5.442900
jenkins-loc,sqr,82,0.620977,0.148159
jenkins-loc,sqr,83,0.621596,0.148634
jenkins-loc,sqr,84,0.622798,9.726203
jenkins-loc,sqr,85,0.620848,1.782455
jenkins-loc,sqr,86,0.619345,5.089032
jenkins-loc,sqr,87,0.616294,7.877719
jenkins-loc,sqr,88,0.616887,35.079877
jenkins-loc,sqr,89,0.618270,2.183171
jenkins-loc,sqr,90,0.619844,3.048714
jenkins-loc,sqr,91,0.620190,57.489544
jenkins-loc,sqr,92,0.617599,11.238329
jenkins-loc,sqr,93,0.618964,11.214710
jenkins-loc,sqr,94,0.619360,26.441065
jenkins-loc,sqr,95,0.617895,4.422155
jenkins-loc,sqr,96,0.616739,17.348748
jenkins-loc,sqr,97,0.614519,30.891908
jenkins-loc,sqr,98,0.615154,1.703981
jenkins-loc,sqr,99,0.613174,12.604682
jenkins-loc,sqr,100,0.608786,7.452103
jenkins-loc,sqr,101,0.609350,49.105710
jenkins-loc,sqr,102,0.609340,0.071095
jenkins-loc,sqr,103,0.606611,8.043903
jenkins-loc,sqr,104,0.607681,9.316088
jenkins-loc,sqr,105,0.609418,1.536297
jenkins-loc,sqr,106,0.609999,5.855748
jenkins-loc,sqr,107,0.602500,18.693604
jenkins-loc,sqr,108,0.599739,10.296853
jenkins-loc,sqr,109,0.604383,10.395277
jenkins-loc,sqr,110,0.602724,3.050967
jenkins-loc,sqr,111,0.603254,6.333405
jenkins-loc,sqr,112,0.603330,0.291644
jenkins-loc,sqr,113,0.601918,7.646518
jenkins-loc,sqr,114,0.601749,0.298559
jenkins-loc,sqr,115,0.604100,13.323400
jenkins-loc,sqr,116,0.604447,8.403765
jenkins-loc,sqr,117,0.604004,3.078260
jenkins-loc,sqr,118,0.609204,28.003263
jenkins-loc,sqr,119,0.607418,3.377892
jenkins-loc,sqr,120,0.601543,24.016840
jenkins-loc,sqr,121,0.602752,2.372013
jenkins-loc,sqr,122,0.602752,0.060233
jenkins-loc,sqr,123,0.601676,3.993045
jenkins-loc,sqr,124,0.601052,18.710678
jenkins-loc,sqr,125,0.600871,2.512685
jenkins-loc,sqr,126,0.601198,3.629776
jenkins-loc,sqr,127,0.601106,10.910149
jenkins-loc,sqr,128,0.601330,11.074351
jenkins-loc,sqr,129,0.601074,12.861217
jenkins-loc,sqr,130,0.600149,7.323738
jenkins-loc,sqr,131,0.599612,1.299536
jenkins-loc,sqr,132,0.597658,5.301962
jenkins-loc,sqr,133,0.600864,15.739143
jenkins-loc,sqr,134,0.600869,0.193414
jenkins-loc,sqr,135,0.600201,15.018697
jenkins-loc,sqr,136,0.600193,1.840156
