dataset,technique,revision,avgAR,avgMov
soundnode-app-loc,sqr,0,0.325386,0.000000
soundnode-app-loc,sqr,1,0.455168,0.000000
soundnode-app-loc,sqr,2,0.452504,211.186915
soundnode-app-loc,sqr,3,0.419715,6.865338
soundnode-app-loc,sqr,4,0.405342,3.068556
soundnode-app-loc,sqr,5,0.401004,128.779061
soundnode-app-loc,sqr,6,0.397111,39.227664
soundnode-app-loc,sqr,7,0.407327,21.293302
soundnode-app-loc,sqr,8,0.455317,7.360087
soundnode-app-loc,sqr,9,0.461334,1.230697
soundnode-app-loc,sqr,10,0.446764,33.383255
soundnode-app-loc,sqr,11,0.447279,0.368969
soundnode-app-loc,sqr,12,0.480248,13.686752
soundnode-app-loc,sqr,13,0.480234,0.984707
soundnode-app-loc,sqr,14,0.454017,15.167585
soundnode-app-loc,sqr,15,0.485920,35.693227
soundnode-app-loc,sqr,16,0.540329,17.186861
soundnode-app-loc,sqr,17,0.518820,2.078649
soundnode-app-loc,sqr,18,0.507491,3.538818
soundnode-app-loc,sqr,19,0.492427,8.370997
soundnode-app-loc,sqr,20,0.475865,272.317168
soundnode-app-loc,sqr,21,0.484904,7.055963
soundnode-app-loc,sqr,22,0.481646,5.173497
soundnode-app-loc,sqr,23,0.483965,5.120011
soundnode-app-loc,sqr,24,0.484891,0.112105
soundnode-app-loc,sqr,25,0.482132,274.921074
soundnode-app-loc,sqr,26,0.484518,1.300964
soundnode-app-loc,sqr,27,0.484522,0.013547
soundnode-app-loc,sqr,28,0.484383,0.109314
soundnode-app-loc,sqr,29,0.574094,267.017265
soundnode-app-loc,sqr,30,0.484271,214.198114
soundnode-app-loc,sqr,31,0.585725,172.335330
soundnode-app-loc,sqr,32,0.583811,1.947241
soundnode-app-loc,sqr,33,0.583811,0.000000
soundnode-app-loc,sqr,34,0.583811,0.000000
