dataset,technique,revision,nCells,avgAR,avgMov
caffe,sqr,0,70,0.728928,0.000000
caffe,sqr,1,92,0.683573,151.731110
caffe,sqr,2,93,0.686675,32.144561
caffe,sqr,3,93,0.679123,10.718689
caffe,sqr,4,94,0.682684,7.191250
caffe,sqr,5,145,0.617214,45.298494
caffe,sqr,6,175,0.617803,37.738503
caffe,sqr,7,183,0.615450,30.080825
caffe,sqr,8,201,0.605340,27.998489
caffe,sqr,9,205,0.607240,18.258700
caffe,sqr,10,220,0.600067,35.838539
caffe,sqr,11,259,0.592069,35.057163
caffe,sqr,12,276,0.593473,40.815806
caffe,sqr,13,273,0.586836,12.925528
caffe,sqr,14,290,0.577454,33.805411
caffe,sqr,15,291,0.578758,16.608888
caffe,sqr,16,293,0.597411,29.022953
caffe,sqr,17,304,0.599369,31.457453
caffe,sqr,18,306,0.584517,27.278755
caffe,sqr,19,306,0.584631,0.043539
caffe,sqr,20,328,0.587410,27.920713
caffe,sqr,21,343,0.586181,28.412107
caffe,sqr,22,343,0.588263,5.866190
caffe,sqr,23,363,0.586038,29.850786
caffe,sqr,24,363,0.586043,13.519514
caffe,sqr,25,384,0.594033,24.782396
caffe,sqr,26,385,0.591123,0.976141
caffe,sqr,27,443,0.621226,25.895390
caffe,sqr,28,452,0.629053,18.501249
caffe,sqr,29,457,0.626590,21.772967
caffe,sqr,30,464,0.621130,12.521085
caffe,sqr,31,464,0.619435,1.729693
caffe,sqr,32,472,0.616269,2.494819
caffe,sqr,33,481,0.611736,23.760210
caffe,sqr,34,481,0.614149,4.157953
caffe,sqr,35,481,0.613890,0.226887
caffe,sqr,36,481,0.614222,0.373601
caffe,sqr,37,481,0.614246,0.009587
caffe,sqr,38,481,0.613565,0.246151
caffe,sqr,39,481,0.613860,0.068033
caffe,sqr,40,481,0.614373,13.834514
caffe,sqr,41,481,0.614414,2.397418
caffe,sqr,42,482,0.612961,0.242203
caffe,sqr,43,483,0.610550,4.211098
