dataset,technique,revision,avgAR,avgMov
spacemacs-loc,sqr,0,0.727250,0.000000
spacemacs-loc,sqr,1,0.514158,56.786631
spacemacs-loc,sqr,2,0.511250,24.020034
spacemacs-loc,sqr,3,0.517428,32.038495
spacemacs-loc,sqr,4,0.539451,65.932361
spacemacs-loc,sqr,5,0.543765,58.243262
spacemacs-loc,sqr,6,0.554071,32.480422
spacemacs-loc,sqr,7,0.556967,14.702621
spacemacs-loc,sqr,8,0.553858,0.446807
spacemacs-loc,sqr,9,0.548146,10.627682
spacemacs-loc,sqr,10,0.543828,26.522525
spacemacs-loc,sqr,11,0.551988,10.816844
spacemacs-loc,sqr,12,0.554465,0.600869
spacemacs-loc,sqr,13,0.554465,0.000000
spacemacs-loc,sqr,14,0.551532,21.839230
spacemacs-loc,sqr,15,0.545195,25.843080
spacemacs-loc,sqr,16,0.543740,13.563512
spacemacs-loc,sqr,17,0.542612,14.355050
spacemacs-loc,sqr,18,0.549528,16.475179
spacemacs-loc,sqr,19,0.557574,13.205072
spacemacs-loc,sqr,20,0.654917,11.576248
spacemacs-loc,sqr,21,0.604976,26.368651
spacemacs-loc,sqr,22,0.509195,47.365176
spacemacs-loc,sqr,23,0.517944,35.571883
spacemacs-loc,sqr,24,0.527515,41.509127
spacemacs-loc,sqr,25,0.581297,37.323842
spacemacs-loc,sqr,26,0.570852,42.726491
spacemacs-loc,sqr,27,0.578090,46.237146
spacemacs-loc,sqr,28,0.571762,38.844602
spacemacs-loc,sqr,29,0.556098,32.359484
spacemacs-loc,sqr,30,0.570867,25.487817
spacemacs-loc,sqr,31,0.558629,90.900681
spacemacs-loc,sqr,32,0.542174,28.199453
spacemacs-loc,sqr,33,0.530127,29.118410
spacemacs-loc,sqr,34,0.543606,47.607450
spacemacs-loc,sqr,35,0.556573,25.989888
spacemacs-loc,sqr,36,0.559832,71.666329
spacemacs-loc,sqr,37,0.559372,98.697968
spacemacs-loc,sqr,38,0.558144,75.236406
spacemacs-loc,sqr,39,0.562809,25.153845
spacemacs-loc,sqr,40,0.558122,27.616383
spacemacs-loc,sqr,41,0.558750,40.929113
spacemacs-loc,sqr,42,0.559821,26.811882
spacemacs-loc,sqr,43,0.564242,15.380929
spacemacs-loc,sqr,44,0.563024,5.754168
spacemacs-loc,sqr,45,0.563037,0.026348
spacemacs-loc,sqr,46,0.567880,19.922558
spacemacs-loc,sqr,47,0.564918,28.691784
spacemacs-loc,sqr,48,0.564918,0.020889
spacemacs-loc,sqr,49,0.564910,0.006324
spacemacs-loc,sqr,50,0.557331,146.601912
