dataset,technique,revision,avgAR,avgMov
osquery-loc,sqr,0,0.682857,0.000000
osquery-loc,sqr,1,0.633435,94.787673
osquery-loc,sqr,2,0.586249,68.959883
osquery-loc,sqr,3,0.543256,155.728778
osquery-loc,sqr,4,0.552572,45.294173
osquery-loc,sqr,5,0.554954,37.946006
osquery-loc,sqr,6,0.577645,18.383658
osquery-loc,sqr,7,0.574896,123.509405
osquery-loc,sqr,8,0.583987,50.651466
osquery-loc,sqr,9,0.579303,28.642549
osquery-loc,sqr,10,0.587572,21.961426
osquery-loc,sqr,11,0.575210,19.315442
osquery-loc,sqr,12,0.573467,26.145605
osquery-loc,sqr,13,0.579314,6.293546
osquery-loc,sqr,14,0.575045,40.840179
osquery-loc,sqr,15,0.573455,1.941803
osquery-loc,sqr,16,0.585652,14.723122
osquery-loc,sqr,17,0.580149,8.356403
osquery-loc,sqr,18,0.580603,13.334993
osquery-loc,sqr,19,0.581387,16.055970
osquery-loc,sqr,20,0.581387,0.000000
osquery-loc,sqr,21,0.581387,0.000000
osquery-loc,sqr,22,0.582383,26.776914
osquery-loc,sqr,23,0.596072,25.682438
osquery-loc,sqr,24,0.582940,51.175275
osquery-loc,sqr,25,0.585221,35.414814
osquery-loc,sqr,26,0.579465,19.765785
osquery-loc,sqr,27,0.572857,10.802877
osquery-loc,sqr,28,0.577505,39.560102
osquery-loc,sqr,29,0.581915,29.725553
osquery-loc,sqr,30,0.584572,8.839631
osquery-loc,sqr,31,0.583130,10.200083
osquery-loc,sqr,32,0.581430,32.702948
osquery-loc,sqr,33,0.573870,45.519311
osquery-loc,sqr,34,0.578202,44.682996
osquery-loc,sqr,35,0.577567,47.817081
osquery-loc,sqr,36,0.579509,2.578633
