dataset,technique,revision,avgAR,avgMov
standard-loc,sqr,0,0.601009,0.000000
standard-loc,sqr,1,0.582702,16.099956
standard-loc,sqr,2,0.549274,102.191239
standard-loc,sqr,3,0.554769,101.274901
standard-loc,sqr,4,0.548588,2.157987
standard-loc,sqr,5,0.553324,29.954363
standard-loc,sqr,6,0.630709,13.811899
standard-loc,sqr,7,0.418279,240.146954
standard-loc,sqr,8,0.499146,30.494909
standard-loc,sqr,9,0.486212,4.385534
standard-loc,sqr,10,0.497078,7.592218
standard-loc,sqr,11,0.497078,0.000000
standard-loc,sqr,12,0.497078,0.000000
standard-loc,sqr,13,0.407251,66.113956
standard-loc,sqr,14,0.562038,92.613720
standard-loc,sqr,15,0.546251,9.680618
standard-loc,sqr,16,0.569491,7.316838
standard-loc,sqr,17,0.569491,0.000000
standard-loc,sqr,18,0.545355,6.328872
standard-loc,sqr,19,0.508612,10.581403
standard-loc,sqr,20,0.508612,0.000000
standard-loc,sqr,21,0.508612,0.000000
standard-loc,sqr,22,0.508612,0.000000
standard-loc,sqr,23,0.508612,0.000000
standard-loc,sqr,24,0.508849,0.676164
standard-loc,sqr,25,0.532274,4.832748
standard-loc,sqr,26,0.532274,0.000000
standard-loc,sqr,27,0.530545,55.379803
standard-loc,sqr,28,0.530545,0.000000
