dataset,technique,revision,avgAR,avgMov
fsharp-loc,sqr,0,0.512899,0.000000
fsharp-loc,sqr,1,0.512784,0.536570
fsharp-loc,sqr,2,0.512784,0.000000
fsharp-loc,sqr,3,0.512784,0.000000
fsharp-loc,sqr,4,0.512784,0.000000
fsharp-loc,sqr,5,0.512784,0.000000
fsharp-loc,sqr,6,0.512784,0.000000
fsharp-loc,sqr,7,0.512784,0.000000
fsharp-loc,sqr,8,0.501630,1.920135
fsharp-loc,sqr,9,0.466718,23.992961
fsharp-loc,sqr,10,0.516922,38.748788
fsharp-loc,sqr,11,0.518218,2.929054
fsharp-loc,sqr,12,0.518458,0.098275
fsharp-loc,sqr,13,0.519773,0.493181
fsharp-loc,sqr,14,0.516616,137.348761
fsharp-loc,sqr,15,0.516616,0.000000
fsharp-loc,sqr,16,0.516616,0.000000
fsharp-loc,sqr,17,0.516616,0.000000
fsharp-loc,sqr,18,0.516616,0.000000
fsharp-loc,sqr,19,0.516616,0.000000
fsharp-loc,sqr,20,0.516736,0.036158
fsharp-loc,sqr,21,0.516569,0.101537
fsharp-loc,sqr,22,0.538075,65.300517
fsharp-loc,sqr,23,0.537432,0.378501
fsharp-loc,sqr,24,0.540012,7.816348
fsharp-loc,sqr,25,0.565622,162.777949
fsharp-loc,sqr,26,0.507402,183.398524
fsharp-loc,sqr,27,0.509943,0.392741
fsharp-loc,sqr,28,0.531505,15.754416
fsharp-loc,sqr,29,0.508026,169.701558
fsharp-loc,sqr,30,0.524282,41.578875
fsharp-loc,sqr,31,0.524574,0.500946
fsharp-loc,sqr,32,0.524618,0.012460
fsharp-loc,sqr,33,0.519750,4.639688
fsharp-loc,sqr,34,0.567223,73.736610
fsharp-loc,sqr,35,0.520029,32.619983
fsharp-loc,sqr,36,0.518964,61.241819
fsharp-loc,sqr,37,0.519776,0.875413
fsharp-loc,sqr,38,0.528245,263.514042
fsharp-loc,sqr,39,0.528428,0.029193
fsharp-loc,sqr,40,0.528891,0.287084
fsharp-loc,sqr,41,0.528605,0.074648
fsharp-loc,sqr,42,0.569715,238.554513
fsharp-loc,sqr,43,0.535573,139.333177
fsharp-loc,sqr,44,0.535842,0.088238
fsharp-loc,sqr,45,0.548982,57.929754
fsharp-loc,sqr,46,0.544848,3.760513
fsharp-loc,sqr,47,0.531643,59.002258
fsharp-loc,sqr,48,0.544704,66.368378
fsharp-loc,sqr,49,0.530524,22.148025
fsharp-loc,sqr,50,0.526710,35.640551
fsharp-loc,sqr,51,0.532094,15.000581
fsharp-loc,sqr,52,0.534892,0.106651
fsharp-loc,sqr,53,0.532094,0.106137
fsharp-loc,sqr,54,0.533597,45.277710
fsharp-loc,sqr,55,0.509829,27.586696
fsharp-loc,sqr,56,0.517249,7.173064
fsharp-loc,sqr,57,0.509771,6.860393
fsharp-loc,sqr,58,0.512108,7.906534
fsharp-loc,sqr,59,0.510084,0.605584
fsharp-loc,sqr,60,0.568206,226.610730
fsharp-loc,sqr,61,0.568206,0.000000
fsharp-loc,sqr,62,0.498588,131.646493
fsharp-loc,sqr,63,0.484702,75.240373
fsharp-loc,sqr,64,0.490543,7.719386
fsharp-loc,sqr,65,0.500771,27.997016
fsharp-loc,sqr,66,0.493801,1.862952
fsharp-loc,sqr,67,0.597522,195.273331
fsharp-loc,sqr,68,0.597522,0.000000
