dataset,technique,revision,avgAR,avgMov
emcee-loc,sqr,0,0.697908,0.000000
emcee-loc,sqr,1,0.635354,62.472697
emcee-loc,sqr,2,0.653832,89.648578
emcee-loc,sqr,3,0.680283,25.843630
emcee-loc,sqr,4,0.677787,0.809613
emcee-loc,sqr,5,0.680485,0.884032
emcee-loc,sqr,6,0.572814,77.175021
emcee-loc,sqr,7,0.572814,0.000000
emcee-loc,sqr,8,0.662023,19.976302
emcee-loc,sqr,9,0.754650,19.370999
emcee-loc,sqr,10,0.393363,185.309300
emcee-loc,sqr,11,0.431053,24.267962
emcee-loc,sqr,12,0.553037,184.407406
emcee-loc,sqr,13,0.495644,11.430661
emcee-loc,sqr,14,0.502465,37.273498
emcee-loc,sqr,15,0.502397,0.137774
emcee-loc,sqr,16,0.513058,95.109609
emcee-loc,sqr,17,0.501044,14.335326
emcee-loc,sqr,18,0.502926,0.364740
emcee-loc,sqr,19,0.553809,101.931706
emcee-loc,sqr,20,0.545529,1.250931
emcee-loc,sqr,21,0.545529,0.000000
emcee-loc,sqr,22,0.538489,38.597428
emcee-loc,sqr,23,0.529510,11.964619
emcee-loc,sqr,24,0.529510,0.000000
emcee-loc,sqr,25,0.524689,3.956485
emcee-loc,sqr,26,0.514106,1.462510
emcee-loc,sqr,27,0.498805,13.091407
emcee-loc,sqr,28,0.498094,0.274833
emcee-loc,sqr,29,0.498263,1.508579
emcee-loc,sqr,30,0.498094,1.508579
emcee-loc,sqr,31,0.499111,2.716261
emcee-loc,sqr,32,0.500937,1.777036
emcee-loc,sqr,33,0.500937,0.000000
emcee-loc,sqr,34,0.500057,1.098758
emcee-loc,sqr,35,0.519757,141.167253
emcee-loc,sqr,36,0.518533,0.480973
emcee-loc,sqr,37,0.513320,9.520765
emcee-loc,sqr,38,0.545711,18.208942
emcee-loc,sqr,39,0.544978,0.185447
emcee-loc,sqr,40,0.545711,0.185447
emcee-loc,sqr,41,0.539538,4.079540
emcee-loc,sqr,42,0.540638,0.868554
emcee-loc,sqr,43,0.539188,1.093717
emcee-loc,sqr,44,0.539188,0.000000
emcee-loc,sqr,45,0.539188,0.000000
emcee-loc,sqr,46,0.539188,0.000000
emcee-loc,sqr,47,0.540161,1.040142
emcee-loc,sqr,48,0.538589,1.106020
emcee-loc,sqr,49,0.538615,0.276338
emcee-loc,sqr,50,0.539188,0.335567
emcee-loc,sqr,51,0.539188,0.000000
emcee-loc,sqr,52,0.539188,0.000000
emcee-loc,sqr,53,0.539188,0.000000
emcee-loc,sqr,54,0.539870,1.484947
emcee-loc,sqr,55,0.543345,0.797682
emcee-loc,sqr,56,0.542139,0.988932
emcee-loc,sqr,57,0.542139,0.000000
emcee-loc,sqr,58,0.542139,0.000000
emcee-loc,sqr,59,0.541180,0.195192
emcee-loc,sqr,60,0.532780,2.057082
emcee-loc,sqr,61,0.532460,0.455626
emcee-loc,sqr,62,0.532615,0.158164
emcee-loc,sqr,63,0.532615,0.000000
