dataset,technique,revision,avgAR,avgMov
hospitalrun-frontend-loc,sqr,0,0.633764,0.000000
hospitalrun-frontend-loc,sqr,1,0.536940,129.275858
hospitalrun-frontend-loc,sqr,2,0.521471,52.873472
hospitalrun-frontend-loc,sqr,3,0.513716,152.182400
hospitalrun-frontend-loc,sqr,4,0.534056,101.792157
hospitalrun-frontend-loc,sqr,5,0.540064,100.459505
hospitalrun-frontend-loc,sqr,6,0.534522,4.952921
hospitalrun-frontend-loc,sqr,7,0.542095,32.308648
hospitalrun-frontend-loc,sqr,8,0.538690,0.310807
hospitalrun-frontend-loc,sqr,9,0.477438,181.861229
hospitalrun-frontend-loc,sqr,10,0.488052,11.604899
hospitalrun-frontend-loc,sqr,11,0.477625,6.799866
hospitalrun-frontend-loc,sqr,12,0.506295,58.542588
hospitalrun-frontend-loc,sqr,13,0.495392,11.242548
hospitalrun-frontend-loc,sqr,14,0.534576,227.265306
hospitalrun-frontend-loc,sqr,15,0.533796,5.847826
hospitalrun-frontend-loc,sqr,16,0.518486,69.285717
hospitalrun-frontend-loc,sqr,17,0.519876,106.848423
hospitalrun-frontend-loc,sqr,18,0.486513,232.598992
hospitalrun-frontend-loc,sqr,19,0.501603,8.701021
hospitalrun-frontend-loc,sqr,20,0.511130,43.113271
hospitalrun-frontend-loc,sqr,21,0.536411,237.926610
hospitalrun-frontend-loc,sqr,22,0.534231,6.123521
hospitalrun-frontend-loc,sqr,23,0.512407,127.437195
hospitalrun-frontend-loc,sqr,24,0.520803,109.927489
hospitalrun-frontend-loc,sqr,25,0.526084,7.537573
hospitalrun-frontend-loc,sqr,26,0.539278,45.170005
hospitalrun-frontend-loc,sqr,27,0.533798,12.102783
hospitalrun-frontend-loc,sqr,28,0.539069,116.104475
hospitalrun-frontend-loc,sqr,29,0.526920,43.194468
hospitalrun-frontend-loc,sqr,30,0.528856,1.655645
hospitalrun-frontend-loc,sqr,31,0.528404,1.513128
hospitalrun-frontend-loc,sqr,32,0.534975,7.944788
hospitalrun-frontend-loc,sqr,33,0.531447,48.880518
hospitalrun-frontend-loc,sqr,34,0.539897,17.669142
hospitalrun-frontend-loc,sqr,35,0.548745,40.646494
hospitalrun-frontend-loc,sqr,36,0.550451,60.496715
hospitalrun-frontend-loc,sqr,37,0.572142,54.996704
