dataset,technique,revision,avgAR,avgMov
PhysicsJS-loc,sqr,0,0.542214,0.000000
PhysicsJS-loc,sqr,1,0.564362,76.363214
PhysicsJS-loc,sqr,2,0.580652,105.643427
PhysicsJS-loc,sqr,3,0.573791,2.770256
PhysicsJS-loc,sqr,4,0.559853,21.579666
PhysicsJS-loc,sqr,5,0.559853,0.000000
PhysicsJS-loc,sqr,6,0.552356,82.920483
PhysicsJS-loc,sqr,7,0.534787,101.823416
PhysicsJS-loc,sqr,8,0.541215,62.990463
PhysicsJS-loc,sqr,9,0.548094,40.352964
PhysicsJS-loc,sqr,10,0.534286,9.764075
PhysicsJS-loc,sqr,11,0.525491,76.286534
PhysicsJS-loc,sqr,12,0.525118,0.127732
PhysicsJS-loc,sqr,13,0.525157,0.027722
PhysicsJS-loc,sqr,14,0.525160,0.009453
PhysicsJS-loc,sqr,15,0.525717,3.696175
PhysicsJS-loc,sqr,16,0.550599,112.787311
PhysicsJS-loc,sqr,17,0.548587,112.529027
PhysicsJS-loc,sqr,18,0.541412,21.132518
PhysicsJS-loc,sqr,19,0.541412,0.000000
