dataset,technique,revision,avgAR,avgMov
brackets-loc,sqr,0,0.584526,0.000000
brackets-loc,sqr,1,0.565456,63.325919
brackets-loc,sqr,2,0.540374,76.726994
brackets-loc,sqr,3,0.540838,39.121122
brackets-loc,sqr,4,0.553526,22.525763
brackets-loc,sqr,5,0.554936,91.920616
brackets-loc,sqr,6,0.570143,13.793145
brackets-loc,sqr,7,0.532109,115.344282
brackets-loc,sqr,8,0.564132,49.843234
brackets-loc,sqr,9,0.561997,2.501171
brackets-loc,sqr,10,0.559844,23.534925
brackets-loc,sqr,11,0.560621,0.463615
brackets-loc,sqr,12,0.560571,0.156167
brackets-loc,sqr,13,0.560649,0.034044
brackets-loc,sqr,14,0.565625,25.506395
brackets-loc,sqr,15,0.556903,37.709800
brackets-loc,sqr,16,0.559499,5.811264
brackets-loc,sqr,17,0.560161,1.505673
brackets-loc,sqr,18,0.557281,11.852790
brackets-loc,sqr,19,0.558682,3.312891
brackets-loc,sqr,20,0.569801,51.956216
brackets-loc,sqr,21,0.548060,33.887516
brackets-loc,sqr,22,0.547174,52.256512
brackets-loc,sqr,23,0.547174,0.000000
brackets-loc,sqr,24,0.547181,0.009026
brackets-loc,sqr,25,0.547155,0.041627
brackets-loc,sqr,26,0.548479,2.617186
brackets-loc,sqr,27,0.545352,5.582232
brackets-loc,sqr,28,0.538690,58.177007
brackets-loc,sqr,29,0.543996,27.837889
brackets-loc,sqr,30,0.540499,9.069368
brackets-loc,sqr,31,0.550964,83.972685
brackets-loc,sqr,32,0.549350,19.024648
brackets-loc,sqr,33,0.549350,0.004627
brackets-loc,sqr,34,0.549388,4.474869
brackets-loc,sqr,35,0.549707,39.742410
brackets-loc,sqr,36,0.552915,6.673879
brackets-loc,sqr,37,0.551937,11.877121
brackets-loc,sqr,38,0.551414,4.475558
brackets-loc,sqr,39,0.551692,0.029266
brackets-loc,sqr,40,0.551398,0.061360
brackets-loc,sqr,41,0.554244,12.954911
brackets-loc,sqr,42,0.551912,42.424013
brackets-loc,sqr,43,0.551894,36.789016
brackets-loc,sqr,44,0.553675,10.216323
brackets-loc,sqr,45,0.551977,10.160289
brackets-loc,sqr,46,0.552008,0.133791
brackets-loc,sqr,47,0.551596,41.698288
brackets-loc,sqr,48,0.551610,0.203336
brackets-loc,sqr,49,0.550437,9.991619
brackets-loc,sqr,50,0.553000,4.168368
brackets-loc,sqr,51,0.551810,3.269015
brackets-loc,sqr,52,0.546948,5.580645
brackets-loc,sqr,53,0.547658,104.518801
brackets-loc,sqr,54,0.547251,121.489101
brackets-loc,sqr,55,0.546808,0.592235
brackets-loc,sqr,56,0.541143,116.215029
brackets-loc,sqr,57,0.541235,11.779319
brackets-loc,sqr,58,0.541022,2.752470
brackets-loc,sqr,59,0.540323,4.017227
brackets-loc,sqr,60,0.540088,53.377380
brackets-loc,sqr,61,0.539924,4.840636
brackets-loc,sqr,62,0.540166,3.381080
brackets-loc,sqr,63,0.539924,3.379424
brackets-loc,sqr,64,0.536630,8.613141
brackets-loc,sqr,65,0.537704,6.949957
brackets-loc,sqr,66,0.537352,0.257995
brackets-loc,sqr,67,0.535699,1.414337
brackets-loc,sqr,68,0.536278,45.121137
brackets-loc,sqr,69,0.537283,0.754147
brackets-loc,sqr,70,0.536866,1.237612
brackets-loc,sqr,71,0.537137,1.419824
brackets-loc,sqr,72,0.536777,1.899308
brackets-loc,sqr,73,0.536023,0.121762
brackets-loc,sqr,74,0.536420,1.209783
brackets-loc,sqr,75,0.536935,5.240441
brackets-loc,sqr,76,0.536783,4.776809
brackets-loc,sqr,77,0.537275,12.407710
brackets-loc,sqr,78,0.536059,12.324963
brackets-loc,sqr,79,0.535593,1.531928
brackets-loc,sqr,80,0.535764,2.345009
brackets-loc,sqr,81,0.536674,4.160053
brackets-loc,sqr,82,0.536300,0.255451
brackets-loc,sqr,83,0.536284,0.127407
brackets-loc,sqr,84,0.543117,129.986314
brackets-loc,sqr,85,0.537982,137.390823
brackets-loc,sqr,86,0.539986,6.627298
brackets-loc,sqr,87,0.539986,0.000000
