dataset,technique,revision,nCells,avgAR,avgMov
exports,nmac,0,96,0.515112,0.000000
exports,nmac,1,98,0.504105,9.514829
exports,nmac,2,99,0.494352,15.745797
exports,nmac,3,99,0.498211,7.357669
exports,nmac,4,100,0.499627,7.387692
exports,nmac,5,106,0.513701,19.754798
exports,nmac,6,107,0.512421,8.077270
exports,nmac,7,110,0.510867,8.874623
exports,nmac,8,111,0.515014,12.851752
exports,nmac,9,111,0.518965,4.065118
exports,nmac,10,115,0.484585,18.578816
exports,nmac,11,115,0.474700,4.979647
exports,nmac,12,116,0.478113,6.345581
exports,nmac,13,116,0.484264,7.869952
exports,nmac,14,117,0.482211,11.545791
exports,nmac,15,120,0.472256,15.448659
exports,nmac,16,123,0.467393,11.533299
exports,nmac,17,129,0.481176,24.450179
exports,nmac,18,128,0.473124,7.170513
exports,nmac,19,128,0.477396,8.929832
exports,nmac,20,142,0.462478,24.463638
exports,nmac,21,144,0.468747,7.493584
exports,nmac,22,144,0.470286,11.187437
exports,nmac,23,145,0.472522,6.566669
exports,nmac,24,144,0.483443,9.456771
exports,nmac,25,145,0.480666,5.737513
exports,nmac,26,147,0.457042,11.369241
exports,nmac,27,147,0.478710,12.948973
exports,nmac,28,147,0.476793,9.193406
exports,nmac,29,151,0.494904,11.519154
exports,nmac,30,167,0.492804,25.795707
exports,nmac,31,172,0.498326,14.770156
exports,nmac,32,174,0.481497,12.804291
exports,nmac,33,175,0.491649,7.181400
exports,nmac,34,181,0.503648,12.106219
exports,nmac,35,187,0.485481,18.057922
exports,nmac,36,188,0.480914,5.351467
exports,nmac,37,189,0.477413,6.342956
exports,nmac,38,189,0.474124,8.506903
exports,nmac,39,189,0.467101,4.565408
exports,nmac,40,191,0.472379,13.188621
exports,nmac,41,191,0.470578,4.918140
exports,nmac,42,193,0.472757,5.660371
exports,nmac,43,193,0.481145,3.713521
exports,nmac,44,193,0.478197,3.319647
exports,nmac,45,192,0.479339,5.356107
exports,nmac,46,193,0.483943,4.212517
exports,nmac,47,193,0.482234,4.125443
exports,nmac,48,192,0.471449,7.125419
exports,nmac,49,193,0.470983,5.833590
exports,nmac,50,193,0.478264,3.074135
exports,nmac,51,194,0.472760,3.317600
exports,nmac,52,191,0.494054,6.250331
exports,nmac,53,191,0.476992,6.798995
exports,nmac,54,186,0.492324,9.536689
exports,nmac,55,172,0.506799,16.328053
