dataset,technique,revision,nCells,avgAR,avgMov
pybuilder,nmac,0,77,0.428131,0.000000
pybuilder,nmac,1,78,0.407890,9.635871
pybuilder,nmac,2,94,0.382709,142.689369
pybuilder,nmac,3,94,0.382709,0.000000
pybuilder,nmac,4,94,0.381312,0.537894
pybuilder,nmac,5,94,0.381312,0.000000
pybuilder,nmac,6,97,0.355260,52.719637
pybuilder,nmac,7,97,0.354707,0.193019
pybuilder,nmac,8,97,0.354707,0.000000
pybuilder,nmac,9,97,0.354707,0.000000
pybuilder,nmac,10,97,0.354707,0.000000
pybuilder,nmac,11,97,0.354363,0.488428
pybuilder,nmac,12,99,0.354166,7.593789
pybuilder,nmac,13,100,0.351124,4.768188
pybuilder,nmac,14,102,0.358334,7.376285
pybuilder,nmac,15,102,0.357217,1.425230
pybuilder,nmac,16,108,0.366417,21.971905
pybuilder,nmac,17,108,0.331751,23.771633
pybuilder,nmac,18,109,0.326949,6.419553
pybuilder,nmac,19,118,0.320406,32.146842
pybuilder,nmac,20,127,0.319941,15.470007
pybuilder,nmac,21,127,0.319721,0.784467
pybuilder,nmac,22,132,0.331849,10.133953
pybuilder,nmac,23,134,0.326346,5.464842
pybuilder,nmac,24,135,0.324225,3.320604
pybuilder,nmac,25,134,0.331689,5.048441
pybuilder,nmac,26,134,0.331629,0.072690
pybuilder,nmac,27,136,0.329015,4.282714
pybuilder,nmac,28,142,0.348111,23.053152
pybuilder,nmac,29,147,0.333639,16.620720
pybuilder,nmac,30,147,0.326319,7.075071
pybuilder,nmac,31,147,0.325641,0.323581
pybuilder,nmac,32,147,0.325660,0.204202
pybuilder,nmac,33,153,0.316964,16.513149
pybuilder,nmac,34,153,0.316237,0.874986
pybuilder,nmac,35,162,0.358307,24.174949
pybuilder,nmac,36,162,0.357453,0.581916
pybuilder,nmac,37,163,0.362571,115.358722
pybuilder,nmac,38,165,0.355764,17.113906
pybuilder,nmac,39,165,0.355254,0.795243
pybuilder,nmac,40,165,0.353050,0.520093
pybuilder,nmac,41,164,0.352439,4.409974
pybuilder,nmac,42,165,0.356629,5.961913
pybuilder,nmac,43,165,0.356425,0.084890
pybuilder,nmac,44,165,0.356476,0.089268
pybuilder,nmac,45,165,0.356621,0.109972
pybuilder,nmac,46,167,0.363549,7.496113
pybuilder,nmac,47,167,0.362057,4.078550
pybuilder,nmac,48,167,0.362103,0.257098
pybuilder,nmac,49,167,0.361127,0.280854
pybuilder,nmac,50,167,0.361698,0.719057
pybuilder,nmac,51,167,0.361453,0.597527
pybuilder,nmac,52,167,0.361649,0.050012
