dataset,technique,revision,nCells,avgAR,avgMov
alpha,nmac,0,311,0.476103,0.000000
alpha,nmac,1,311,0.471652,1.156690
alpha,nmac,2,311,0.469330,1.166374
alpha,nmac,3,315,0.470459,5.649538
alpha,nmac,4,317,0.469916,5.301417
alpha,nmac,5,317,0.465929,1.970881
alpha,nmac,6,317,0.460601,1.885679
alpha,nmac,7,317,0.450818,1.929813
alpha,nmac,8,317,0.436780,2.298899
alpha,nmac,9,311,0.443257,5.386610
alpha,nmac,10,314,0.424312,2.636870
alpha,nmac,11,300,0.430012,11.167796
alpha,nmac,12,305,0.407790,8.209918
alpha,nmac,13,316,0.407439,12.189955
alpha,nmac,14,316,0.400829,3.359500
alpha,nmac,15,298,0.425799,10.371577
alpha,nmac,16,296,0.428669,3.226373
alpha,nmac,17,294,0.434885,4.642984
alpha,nmac,18,295,0.435857,3.736803
alpha,nmac,19,299,0.429720,5.766221
alpha,nmac,20,303,0.423939,4.518819
alpha,nmac,21,306,0.409361,3.983632
alpha,nmac,22,309,0.410863,4.896609
alpha,nmac,23,314,0.406730,6.092563
alpha,nmac,24,333,0.385679,11.205015
alpha,nmac,25,339,0.393210,4.763700
alpha,nmac,26,338,0.405915,4.038498
alpha,nmac,27,335,0.424220,2.925592
alpha,nmac,28,331,0.441654,9.382620
alpha,nmac,29,329,0.442295,4.073237
alpha,nmac,30,329,0.443656,4.302191
alpha,nmac,31,327,0.453566,4.226519
alpha,nmac,32,329,0.444587,4.711982
alpha,nmac,33,324,0.461004,4.268882
alpha,nmac,34,323,0.466432,2.024865
alpha,nmac,35,323,0.467209,1.743181
alpha,nmac,36,323,0.464614,10.810421
alpha,nmac,37,325,0.468362,3.516805
alpha,nmac,38,327,0.457883,4.601115
alpha,nmac,39,328,0.453596,1.692919
alpha,nmac,40,328,0.464566,2.982088
alpha,nmac,41,329,0.460954,2.353185
alpha,nmac,42,329,0.462379,1.375286
alpha,nmac,43,328,0.467081,1.420655
alpha,nmac,44,327,0.470618,1.280610
alpha,nmac,45,325,0.474572,1.279627
alpha,nmac,46,324,0.476211,1.278466
alpha,nmac,47,324,0.476382,1.652803
alpha,nmac,48,325,0.473302,1.355313
alpha,nmac,49,327,0.471105,2.510490
