dataset,technique,revision,nCells,avgAR,avgMov
co2,nmac,0,205,0.279437,0.000000
co2,nmac,1,205,0.280173,4.643836
co2,nmac,2,207,0.297899,8.438297
co2,nmac,3,208,0.283153,5.931770
co2,nmac,4,209,0.295938,3.576001
co2,nmac,5,209,0.291433,3.924302
co2,nmac,6,209,0.302835,6.774031
co2,nmac,7,209,0.307447,5.372284
co2,nmac,8,209,0.304807,5.472834
co2,nmac,9,212,0.301369,4.433686
